id|idcvlac|categoria|nombre|nombre_citaciones|nacionalidad|sexo
585|370452||Nadia Maca Muñoz|NaN|Colombiana|Femenino
586|191167|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Olga Carolina Cárdenas Gómez|NaN|Colombiana|Femenino
587|13951|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Rosa Alvarez Rosero|NaN|Colombiana|Femenino
588|11860|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Sulma Lilian Muñoz Benitez|NaN|Colombiana|Femenino
589|526460||Yaliana Tafurt Cardona|NaN|Colombiana|Femenino
590|1444110||Yeison Harvey Carlosama Rosero|NaN|Colombiana|Masculino
591|348066|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Yexania Yutry Arboleda Moreno|NaN|Colombiana|Femenino
592|310840|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Pablo Emilio Jojoa Gómez|NaN|Colombiana|Masculino
593|252387||Virginia Solarte Muñoz|NaN|Colombiana|
594|144126||Alejandro Toledo Tovar|NaN|Colombiana|Masculino
595|416509||Andres Eugenio ENRIQUEZ LENIS|NaN|Colombiana|Masculino
596|1340277||Carlos Alberto Astudillo Trujillo|NaN|Colombiana|Masculino
597|542172||Carlos Hernán Tobar Arteaga|NaN|Colombiana|Masculino
598|1741641||Catalina Muñoz Collazos|NaN|Colombiana|Femenino
599|1344055|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|CHRISTIAN FERNANDO VEGA CAICEDO|NaN|Colombiana|Masculino
600|881902|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Claudia Milena Hernandez Bonilla|NaN|Colombiana|Femenino
601|1424148||diana isabel trujillo cifuentes|NaN|Colombiana|Femenino
602|274852||Diego Ferney Gómez Cajas|NaN|Colombiana|Masculino
603|12416||Edgard Castillo Erassour|NaN|Colombiana|Masculino
604|750476|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Evelio Astaiza Hoyos|NaN|Colombiana|Masculino
605|12432|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Guefry Leider Agredo Méndez|NaN|Colombiana|Masculino
606|1692626||Gustavo Adolfo Gomez Agredo|NaN|Colombiana|Masculino
607|147630||Harold Armando Romo Romero|NaN|Colombiana|
608|1113470||Jenny Cuatindioy Imbachi|NaN|Colombiana|Femenino
609|12394||José Giovanny López Perafán|NaN|Colombiana|
610|1405019|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Pablo Hoyos Sanchez|NaN|Colombiana|Masculino
611|1380095||Maria Fernanda Rivera Sanclemente|NaN|Colombiana|Femenino
612|172722||MARIA LUCIA VARGAS|NaN|Colombiana|Femenino
613|138733||MARÍA MANUELA SILVA ZAMBRANO|NaN|Colombiana|Femenino
614|1387316||Mauricio Castillo Rozo|NaN|Colombiana|Masculino
617|1369740|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Víctor Fabián Miramá Pérez|NaN|Colombiana|Masculino
618|144240|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Victor Manuel Quintero Florez|NaN|Colombiana|Masculino
619|558737||Gildardo Vanegas Muñoz|NaN|Colombiana|Masculino
620|1393216|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|JULIAN ANDRES CAICEDO ORTIZ|NaN|Colombiana|Masculino
621|1002368||Alexander Montoya Prada|NaN|Colombiana|Masculino
622|738913||Alvaro Humberto Díaz Puentes|NaN|Colombiana|Masculino
623|1544013||ANGELA MARCELA luna LUNA JARAMILLO|NaN|Colombiana|Femenino
624|63173||Angie Natalia Muñoz Panche|NaN|Colombiana|Femenino
625|36300||anyi Jimena Camayo Sánchez|NaN|Colombiana|Femenino
626|1371689||Carlos Andrés González Muñoz|NaN|Colombiana|Masculino
627|333093||Carlos Ariel Mueses Delgado|NaN|Colombiana|Masculino
628|547972|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carlos Ernesto Ortega García|NaN|Colombiana|Masculino
629|35927||Cristian Fernando Tovar Cabrera|NaN|Colombiana|Masculino
630|83259||Daniela Perafán Maca|NaN|Colombiana|Femenino
631|36246||David Alejandro Moreno Trujillo|NaN|Colombiana|Masculino
632|63947||David Sebastian Pérez Reina|NaN|Colombiana|Masculino
633|58530||Diana Carolina Pinto Velasco|NaN|Colombiana|Femenino
634|61779||Diego Alejandro López Alegría|NaN|Colombiana|
635|36105||Diego Andrés Calderón Cuellar|NaN|Colombiana|
636|121630||EDNA PATRICIA MOSQUERA OROZCO|NaN|Colombiana|Femenino
637|341673||Eduardo Andrés Chilito Piamba|NaN|Colombiana|Masculino
638|63975||Eliana Paola Alzate Sánchez|NaN|Colombiana|Femenino
639|36303||Geraldine Gutiérrez López|NaN|Colombiana|Femenino
640|63229||Gustavo Adolfo Ortega Castro|NaN|Colombiana|
641|193917||Jairo Hernan ORTIZ OCAMPO|NaN|Colombiana|Masculino
642|499668|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jairo Vladimir Llano Franco|NaN|Colombiana|Masculino
643|542687||John Alexander Castillo Garces|NaN|Colombiana|Masculino
644|1522867||JORGE ALBERTO LÓPEZ GUZMÁN|NaN|Colombiana|Masculino
645|524204||Jose Enrique Urreste Campo|NaN|Colombiana|Masculino
646|864986||Juan VARONA ALBAN|NaN|Colombiana|Masculino
647|1590105||Julian Andres Valdes Mosquera|NaN|Colombiana|Masculino
648|36188||Julián David Guachetá Torres|NaN|Colombiana|Masculino
649|63130||Lenin Gabriel Diaz Escandon|NaN|Colombiana|Masculino
650|71578||Maria Alejandra Jiménez Quevedo|NaN|Colombiana|Femenino
651|36297||Maria Camila Zemanate Maya|NaN|Colombiana|Femenino
652|1442959||Maria Cristina Guevara ASTUDILLO|NaN|Colombiana|Femenino
653|63982||Maria del carmen Ordoñez Samboni|NaN|Colombiana|Femenino
654|36324||María del Mar Bolaños Jiménez|NaN|Colombiana|Femenino
655|127839||Mayra Cristina Ramos Benitez|NaN|Colombiana|Femenino
656|156412|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Odín Ávila Rojas|NaN|Mexicana|Masculino
657|63399||Oscar Eduardo Cuaran Campo|NaN|Colombiana|Masculino
658|83377||Sara Isabella Ortega Tello|NaN|Colombiana|Femenino
659|35937||Sergio Alejandro Velásquez Sabogal|NaN|Colombiana|Masculino
660|36301||SOFHI ANDREA COLORADO RAMÍREZ|NaN|Colombiana|Femenino
661|36289||Sofia Gomez Cabrera|NaN|Colombiana|Femenino
662|63354||Valentina Aldana Ausecha|NaN|Colombiana|Femenino
663|525278|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|William Mina Aragón|NaN|Colombiana|Masculino
664|63138||Yudi Marcela Zúñiga Daza|NaN|Colombiana|Femenino
665|63417||Yurany Alexandra Pérez Lugo|NaN|Colombiana|Femenino
666|155505||Sandra Liliana Castillo Vallejo|NaN|Colombiana|Femenino
667|614653||Alfonso Paz Samudio|NaN|Colombiana|Masculino
668|1374815||ADRIANA VILLAFAÑE SOLARTE|NaN|Colombiana|Femenino
669|1403177||Alba Aydee Alvarez Ramirez|NaN|Colombiana|Femenino
670|1154958||Alejandro Leal Castro|NaN|Colombiana|Masculino
671|1651090||Alexandra Jimenez Paya|NaN|Colombiana|
672|1565232|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Ana Mercedes Ocampo Hoyos|NaN|Colombiana|Femenino
673|69718||Andrea Palomino Salcedo|NaN|Colombiana|Femenino
674|1639197||Andres Cuellar Garcia|NaN|Colombiana|Masculino
675|1821023||Angelica Cecilia Martinez Martinez|NaN|Colombiana|Femenino
676|334847||Armando Zambrano Leal|NaN|Colombiana|Masculino
677|350931|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Audin Aloiso Gamboa Suarez|NaN|Colombiana|Masculino
678|1637029||Bissy Perea Bonilla|NaN|Colombiana|Femenino
679|467510||Carlos Andrés Pineda Cañar|NaN|Colombiana|Masculino
680|1398925|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carlos Felipe Rua Delgado|NaN|Colombiana|Masculino
681|1606859||Carlos Mario Recio Blanco|NaN|Colombiana|Masculino
682|167789|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carmelina PABA BARBOSA|NaN|Colombiana|Femenino
683|1369755||Carol Mildred Gutiérrez Avendaño|NaN|Colombiana|Femenino
684|278572|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|CESAR AUGUSTO HERNANDEZ SUAREZ|NaN|Colombiana|Masculino
685|1341968||Cesar Tulio Carmen Carrillo|NaN|Colombiana|Masculino
686|1361780|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Clara Lucia Burbano Gonzalez|NaN|Colombiana|Femenino
687|1821034||Claudia Elisa Valero|NaN|Colombiana|Femenino
688|1687690||Danny Córdoba|NaN|Colombiana|Femenino
689|1527429||Edgar Mauricio Lozano Cortés|NaN|Colombiana|Masculino
690|896314|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Edward Javier Ordoñez --|NaN|Colombiana|Masculino
691|1346119||EFRAIN TOLEDO CUBILLOS|NaN|Colombiana|Masculino
692|285196||Elio Fabio Gutierrez|NaN|Colombiana|Masculino
693|522040||Fernando De Jesús Giraldo Montero|NaN|Colombiana|Masculino
694|1415100||Germàn Gamba LOPEZ|NaN|Colombiana|Masculino
695|1576943||Germán López Noreña|NaN|Colombiana|Masculino
696|1637744||Hector Jaime Chica Fernandez|NaN|Colombiana|Masculino
697|777978|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Heriberto Gonzalez Valencia|NaN|Colombiana|Masculino
698|1342359||Herman Belalcazar Ordoñez|NaN|Colombiana|Masculino
699|1650731||ISABEL CRISTINA CALERO CLAVIJO|NaN|Colombiana|Femenino
700|8220||Italia Islena Velasquez Valbuena|NaN|Colombiana|
701|1005383||JAIME ARTURO LAGOS FIGUEROA|NaN|Colombiana|Masculino
702|63546|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|JAKELINE AMPARO VILLOTA ENRÍQUEZ|NaN|Colombiana|Femenino
703|1340225|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jeison Alexander Ramos Sepúlveda|NaN|Colombiana|Masculino
704|338532|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jesús Ernesto Urbina Cárdenas|NaN|Colombiana|Masculino
705|155014||Jhonny Jose Lopez Villamizar|NaN|Venezolana|Masculino
706|1817531||John Fredy Hernández Díaz|NaN|Colombiana|Masculino
707|1441581||jorge eduardo serna jimenez|NaN|Colombiana|Masculino
708|1416314|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|JORGE MARIO ORTEGA IGLESIAS|NaN|Colombiana|Masculino
709|1679194||José Daniel Bermúdez Ochoa|NaN|Colombiana|Masculino
710|1336447||Jose Eliecer Perez Gonzalez|NaN|Colombiana|Masculino
711|143804||Jose Ignacio Zamudio Franco|NaN|Colombiana|Masculino
712|1692790||José Julián Orozco Muñoz|NaN|Colombiana|Masculino
713|1368052||JOSÉ OLMEDO ORTEGA HURTADO|NaN|Colombiana|Masculino
714|157724||José Rufino Cruces Osorio|NaN|Colombiana|Masculino
715|1385138||JUAN ESTEBAN QUIÑONES IDÁRRAGA|NaN|Colombiana|Masculino
716|1239953||Julian Andres Angel Jimenez|NaN|Colombiana|Masculino
717|1796809||Lalo Wilderman Reyes Perez|NaN|Colombiana|Masculino
718|1372368||Liliana Andrea Potosi Cruz|NaN|Colombiana|Femenino
719|1640196||Lorena Isabel Giraldo Gómez|NaN|Colombiana|Femenino
720|1440759||Luis Bernardo Betancur Cruz|NaN|Colombiana|Masculino
721|145549||Luis Eduardo Reyes Perez|NaN|Colombiana|Masculino
722|615382||Luis Hernando RINCON BONILLA|NaN|Colombiana|Masculino
723|1340740||Luis Hernando Tamayo Llanos|NaN|Colombiana|Masculino
724|152358||Luz Edith Valoyes Chávez|NaN|Colombiana|Femenino
725|396699||Mario Diaz Villa|NaN|Colombiana|Masculino
726|918253||Marlon Doney MARTINEZ REINA|NaN|Colombiana|Masculino
727|1601724||Martha Graciela Cantillo Sanabria|NaN|Colombiana|Femenino
728|334774||Martha Lucía Sarria Materón|NaN|Colombiana|Femenino
729|1441371||Maryory Parra LONDONO|NaN|Colombiana|Femenino
730|1458339||Monica Viviana Gómez Vásquez|NaN|Colombiana|Femenino
731|520128|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Myriam Esther ORTIZ PADILLA|NaN|Colombiana|Femenino
732|1347734|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Nataly Julieth Galan Freyle|NaN|Colombiana|Femenino
733|1399928||Nora Ayala Moreno|NaN|Colombiana|Femenino
734|496677|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Patricia Medina Agredo|NaN|Colombiana|Femenino
735|901229||Ricardo Palacio Hernandez|NaN|Colombiana|Masculino
736|115977||VIVIANA YAMILETH ORDOÑEZ RODRIGUEZ|NaN|Colombiana|Femenino
737|391808||Yilton Ovirne Riascos Forero|NaN|Colombiana|Masculino
738|112818||Yoel Morales Cuellar|NaN|Cubana|Masculino
739|1475140||Yovana Grajales Fonseca|NaN|Colombiana|Femenino
740|1439022||Zully Mildred Casella URBANO|NaN|Colombiana|Femenino
741|1520056||CESAR AUGUSTO GUTIERREZ SALAZAR|NaN|Colombiana|Masculino
742|152412||Maria Rocio Malagon Patiño|NaN|Colombiana|Femenino
743|1456365||Mónica Gabriela Portilla Portilla|NaN|Colombiana|Femenino
744|1616801||Rosaura Rojas MONEDERO|NaN|Colombiana|Femenino
745|1637409||Vanessa Arenas Casas|NaN|Colombiana|Femenino
746|70050|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Napoleon Murcia Peña|NaN|Colombiana|Masculino
747|1349653|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diego Armando Jaramillo Ocampo|NaN|Colombiana|Masculino
748|1149890|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Alejandra María Franco Jimenez|NaN|Colombiana|Femenino
749|1090232||Alejandro Tabares Saldarriaga|NaN|Colombiana|Masculino
750|1079263||Alfonso sanabria avila|NaN|Colombiana|Masculino
751|1481523||ANA MARIA VARGAS DIAZ|NaN|Colombiana|Femenino
752|1079247||Ana Marlies posada garces|NaN|Colombiana|Femenino
753|17608||Andrés Felipe Ocampo Jaramillo|NaN|Colombiana|Masculino
754|1497757||Angela Maria Cano Toro|NaN|Colombiana|Femenino
755|603058||Arles Javier Ortega Parra|NaN|Colombiana|Masculino
756|1079166||Bernardo CALDERON MEJIA|NaN|Colombiana|Masculino
757|615846||Camilo Andrés Ramírez López|NaN|Colombiana|Masculino
758|1079271||Carlos Alberto alzate zuluaga|NaN|Colombiana|Masculino
759|59404||Carlos Hernando VALENCIA CALVO|NaN|Colombiana|Masculino
760|155730||Carlos Ignacio Zuñiga Lopez|NaN|Colombiana|Masculino
761|1467235||Carmen Rosa Lopez Avila|NaN|Colombiana|Femenino
762|1341736||Carolina Grajales Acevedo|NaN|Colombiana|Femenino
763|70092||Clara Maria Forero Bulla|NaN|Colombiana|Femenino
764|693170||Cristian idarraga gonzales|NaN|Colombiana|Masculino
765|12050|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Deibar René Hurtado Herrera|NaN|Colombiana|Masculino
766|679356|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diana Carolina García Londoño|NaN|Colombiana|Femenino
767|184675||Diego Fernando URREA GUTIERREZ|NaN|Colombiana|Masculino
768|687669||Eneidy Johanna Betancourth arias|NaN|Colombiana|Femenino
769|925586||Germán Camilo Díaz Fajardo|NaN|Colombiana|Masculino
770|10942||Germán Darío Isaza Gómez|NaN|Colombiana|Masculino
771|70068||Henry PORTELA GUARIN|NaN|Colombiana|Masculino
772|691836||Hernán Humberto Vargas López|NaN|Colombiana|Masculino
773|393177||Hipolito CAMACHO COY|NaN|Colombiana|Masculino
774|173231|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Javier Taborda Chaurra|NaN|Colombiana|Masculino
775|1079220||Jhon Dennys OROZCO TRUJILLO|NaN|Colombiana|Masculino
776|163880||Jhon Fredy Orrego Noreña|NaN|Colombiana|Masculino
777|693588||John Eduard Gonzáles Granados|NaN|Colombiana|Masculino
778|1360445||Jonathan Murcia Gómez|NaN|Colombiana|Masculino
779|824283||Jorge Ariel Martinez Taborda|NaN|Colombiana|Masculino
780|1092480||Jorge Eliecer Betancur Diaz|NaN|Colombiana|Masculino
781|123753||JORGE IVAN MURCIA GOMEZ|NaN|Colombiana|Masculino
782|681296||José Enver Ayala Zuluaga|NaN|Colombiana|Masculino
783|12700||José Harvey Montoya Pelaéz|NaN|Colombiana|Masculino
784|1079280||José Hernán Echeverri Giraldo|NaN|Colombiana|Masculino
785|10947||Juan Carlos Marin Pelaez|NaN|Colombiana|Masculino
786|1439507||Juan Pablo Florez Vargas|NaN|Colombiana|Masculino
787|1397027||julian andres bonilla VARGAS|NaN|Colombiana|Masculino
788|1364318||JULIAN ANDRES MACHETA CORTES|NaN|Colombiana|Masculino
789|681725||Julián Eduardo Betancur Agudelo|NaN|Colombiana|Masculino
790|1567019||Julián Gregorio Gaviria Zuluaga|NaN|Colombiana|Masculino
791|1079190||Juliana Gomez Riveros|NaN|Colombiana|Femenino
792|50402||leidy tatiana lopera ocampo|NaN|Colombiana|Femenino
793|1328999||LUCERO ALEXANDRA RUIZ ORTEGA|NaN|Colombiana|Femenino
794|1079174||Luis Eduardo Robledo Medina|NaN|Colombiana|Masculino
795|184276||Luis Gerardo MELO BETANCOURT|NaN|Colombiana|Masculino
796|70076|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Luis Guillermo Jaramillo Echeverri|NaN|Colombiana|Masculino
797|339792||Luz Elena Ospina Ospina|NaN|Colombiana|Femenino
798|1370644||LUZ ELENA TORO GONZÁLEZ|NaN|Colombiana|
799|1341429||MARIA CLEMENCIA VASQUEZ CEBALLOS|NaN|Colombiana|Femenino
800|1496109||maria fulvia rios LONDONO|NaN|Colombiana|Femenino
801|1013912||Maria Nur Bonilla Murcia|NaN|Colombiana|Femenino
802|10943||MARIO ANDRES GOMEZ QUINTERO|NaN|Colombiana|Masculino
803|1079212||Monica leon toro|NaN|Colombiana|Femenino
804|1056131||Natalia Gonzalez Zapata|NaN|Colombiana|Femenino
805|1364805||Natalia Guacaneme Duque|NaN|Colombiana|Femenino
806|1435963||NATALY VANESSA MURCIA MURCIA|NaN|Colombiana|Femenino
807|1093762||Norma QUINTERO ZAPATA|NaN|Colombiana|Femenino
808|1609031||Sandra Marcela Gómez Chica|NaN|Colombiana|Femenino
809|1079255||Sergio trujillo ramirez|NaN|Colombiana|Masculino
810|1466997||Sol Beatriz López Jaramillo|NaN|Colombiana|Femenino
811|1364849||Victoria Eugenia Velásquez Gil|NaN|Colombiana|Femenino
812|1404869||william orlando arcila rodriguez|NaN|Colombiana|Masculino
813|185175|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Yasaldez Eder LOAIZA ZULUAGA|NaN|Colombiana|Masculino
814|666572|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Zoraida RAMIREZ GUTIERREZ|NaN|Colombiana|Femenino
815|1399004||José Gabriel Astaiza Gómez|NaN|Colombiana|Masculino
816|24742||ANDRES FELIPE AGUILAR BURBANO|NaN|Colombiana|Masculino
817|1735086||DAMIAN LEVINE SALAZAR|NaN|Colombiana|Masculino
818|701289||Diego CRUZ JIMENEZ|NaN|Colombiana|Masculino
819|866148||Edgar Muñoz Calvache|NaN|Colombiana|Masculino
820|74773||Edwin Felipe Molina Quijano|NaN|Colombiana|Masculino
821|130468||Eliana Fernández Rengifo|NaN|Colombiana|Femenino
822|37005||ERIKA YISSELA RUIZ MUÑOZ|NaN|Colombiana|Femenino
823|1593564||Juan Ignacio Oviedo Pino|NaN|Colombiana|Masculino
824|1361776||Julián Andrés Zúñiga|NaN|Colombiana|Masculino
825|725412||Luis MUÑOZ MORAN|NaN|Colombiana|Masculino
826|601764|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Margot Cajigas Romero|NaN|Colombiana|Femenino
827|402109||Néstor Eugenio Bravo Cruz|NaN|Colombiana|Masculino
828|402567||Nicolas FERNANDEZ SANDOVAL|NaN|Colombiana|Masculino
829|1405221||Norman Oswaldo Caldón Quirá|NaN|Colombiana|Masculino
830|76149||VIVIANA PATRICIA NARVAEZ CASTILLO|NaN|Colombiana|Femenino
831|245968||Román Ospina Montealegre|NaN|Colombiana|Masculino
832|156785||Alex Enrique Ordoñez Hoyos|NaN|Colombiana|Masculino
833|1258230|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Diana Carolina Vásquez Castro|NaN|Colombiana|Femenino
834|176597||Harvey Marin Paladines|NaN|Colombiana|Masculino
835|684686|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jorge Andres Ramirez Correa|NaN|Colombiana|Masculino
836|1248634|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Juan Carlos Villalba Malaver|NaN|Colombiana|Masculino
837|1469802|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|KILIANY ANDREA ARCIA MORENO|NaN|Colombiana|Femenino
838|399116|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Paola Andrea Torres Andrade|NaN|Colombiana|Femenino
839|13323|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Alfonso Enrique Ramírez Sanabria|NaN|Colombiana|Masculino
840|13315||Luis Alfonso Vargas Jimenez|NaN|Colombiana|Masculino
841|399213||Alexander castro grijalba|NaN|Colombiana|Masculino
842|1304143||Andres Sebastian Salinas Trujillo|NaN|Colombiana|Masculino
843|223220||Carlos Eduardo Ararat Ibarguen|NaN|Colombiana|Masculino
844|1319744||Carlos Milller Campo Mosquera|NaN|Colombiana|Masculino
845|1705190||CLAUDIA MARGARITA CHANCHI GOLONDRINO|NaN|Colombiana|Femenino
846|227587||Claudia Patricia Idrobo Mosquera|NaN|Colombiana|Femenino
847|2936|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Cristian David Miranda Muñoz|NaN|Colombiana|Masculino
848|95992||David Rico Olarte|NaN|Colombiana|Masculino
849|2941||Gerson Eliad Benitez Medina|NaN|Colombiana|Masculino
850|13293||Johnny Vilard Gutiérrez Portilla|NaN|Colombiana|Masculino
851|1603520||Juan David Figueroa Alegria|NaN|Colombiana|Masculino
852|13307|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Julián Urresta Aragón|NaN|Colombiana|Masculino
853|1472310||Lina Vanesa Garcia Peña|NaN|Colombiana|Femenino
854|3178||Luis Gabriel Hurtado Montoya|NaN|Colombiana|Masculino
855|171706||Luisa Damaris Ramos Riascos|NaN|Colombiana|Femenino
856|399264||Manuel Jose Amezquita Valencia|NaN|Colombiana|Masculino
857|13340||María Patricia Zuluaga Moreno|NaN|Colombiana|Femenino
858|1465060||misael cordoba arroyo|NaN|Colombiana|Masculino
859|96814|Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Nora Elena Valderruten Posso|NaN|Colombiana|Femenino
860|1609690||Viviana Ortega Burbano|NaN|Colombiana|Femenino
861|1465065||Viviana Moreno Serna|NaN|Colombiana|Femenino
862|405701||Wilquin Farid PEÑA SCARPETTA|NaN|Colombiana|Masculino
863|1700475||Yina Marcela Bazante Anacona|NaN|Colombiana|Femenino
864|95983||YUDI CAROLINA IMBACHI CLAROS|NaN|Colombiana|Femenino
865|12726||Olga Lucia Sanabria Diago|NaN|Colombiana|Femenino
866|613150||Sonia LAGOS WITTE|NaN|Extranjero - otra|Femenino
867|1442647||Abigail Aguilar Contreras|NaN|Mexicana|Femenino
868|311740||Alejandra GONZALEZ ACEVEDO|NaN|Colombiana|Femenino
869|37938||Alexis de Bermudez Bermúmez|NaN|Venezolana|Masculino
870|692220||Alexis De Jesús Bermúdez|NaN|Venezolana|Masculino
871|1612892||ARTURO ARGUETA VILLAMAR|NaN|Mexicana|Masculino
872|37563||Bibiana Leonor Vilá|NaN|Extranjero - otra|Femenino
873|137327||Carlos David Gallego Pedraza|NaN|Colombiana|Masculino
874|325430||CARLOS HERNANDO NAVIA IMBACHI|NaN|Colombiana|Masculino
875|468304|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Carolina Feuillet Hurtado|NaN|Colombiana|Femenino
876|30781||Clara Sophia Millan Bonilla|NaN|Colombiana|Femenino
877|612529||Claudio Urbano Bittencourt Pinheiro|NaN|Brasilera|Masculino
878|110843||Cristian Mauricio Lasso Benavides|NaN|Colombiana|Masculino
879|40972||Demetrio Moya Obispo|NaN|Colombiana|Masculino
880|176441||Diana Lucía Bermúdez Conejo|NaN|Colombiana|Femenino
881|1050796||Diana Lucina Hincapie Marín|NaN|Colombiana|Femenino
882|1629196||Dídac Santos Fita|NaN|Extranjero - otra|Masculino
883|446190||Diego Jesús Macias Pinto|NaN|Colombiana|Masculino
884|1259199||Eduard Ladimir Muñoz Erazo|NaN|Colombiana|Masculino
885|1616393||EDUARDO CORONA|NaN|Mexicana|Masculino
886|372560||Edwin Jhovanny Barrera Pineda|NaN|Colombiana|Masculino
887|472140||Efren Muñoz Galindez|NaN|Colombiana|Masculino
888|38401||ERALDO MADEIRO COSTA NETO|NaN|Brasilera|Masculino
889|12750||Ernesto Hernández Bernal|NaN|Colombiana|Masculino
890|12483||Fabio Antonio Cabezas Fajardo|NaN|Colombiana|Masculino
891|335592||Fabiola Eugenia Gonzalez Cuellar|NaN|Colombiana|Femenino
892|545821||Gabriel Antonio DE LA CRUZ APARICIO|NaN|Colombiana|Masculino
893|1422011||Germán Escobar Berón|NaN|Colombiana|Masculino
894|1480804||GLORIA ZAMORA GONZALES|NaN|Colombiana|Femenino
895|260592|Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|Jaime Eduardo Muñoz Florez|NaN|Colombiana|Masculino
896|1406339||Jonnathan Riascos Muñoz|NaN|Colombiana|Masculino
897|1522867||JORGE ALBERTO LÓPEZ GUZMÁN|NaN|Colombiana|Masculino
898|338540||Juan Pablo Paz Concha|NaN|Colombiana|Masculino
899|1469802|Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria|KILIANY ANDREA ARCIA MORENO|NaN|Colombiana|Femenino
900|45422||lina Esmeralda Córdoba Avila|NaN|Colombiana|Femenino
901|12815||Luis Antonio Rosas Guevara|NaN|Colombiana|Masculino
902|117154||María Isabel Álvarez Fernández|NaN|Colombiana|Femenino
903|716960||Maria PULIDO SILVA|NaN|Colombiana|Femenino
