idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,volumen,paginas,editorial,autores
00000000009075,False,Libro pedagógico y/o de divulgación,Prospectiva de la Investigación en Nariño,Colombia,2018,978-958-5504-31-8,,,Institución Universitaria CESMAG,"MARIA DEL PILAR AGREDA GUERRERO, MAYERLY ZULAY RUIZ TORRES, ISABEL CRISTINA CANO ALVAREZ, JENNY ALEJANDRA MERA CORDOBA, EMMA DEL PILAR ROJAS VERGARA"
00000000009075,False,Libro pedagógico y/o de divulgación,Tendencias Investigativas en Nariño,Colombia,2018,978-958-5504-29-5,,,Institución Universitaria CESMAG,"MAYERLY ZULAY RUIZ TORRES, MARIA DEL PILAR AGREDA GUERRERO, ISABEL CRISTINA CANO ALVAREZ"
00000000009075,False,Libro pedagógico y/o de divulgación,Tendencias Investigativas en Nariño,Colombia,2018,978-958-5504-30-1,,,Institución Universitaria CESMAG,"MAYERLY ZULAY RUIZ TORRES, MARIA DEL PILAR AGREDA GUERRERO, ISABEL CRISTINA CANO ALVAREZ"
00000000009075,False,Otro libro publicado,Espacios Extracurriculares para la Formación Investigativa en Nariño,Colombia,2018,978-958-5504-26-4,,,Institución Universitaria CESMAG,"ISABEL CRISTINA CANO ALVAREZ, MAYERLY ZULAY RUIZ TORRES"
00000000009075,False,Libro pedagógico y/o de divulgación,Horizontes Investigativos en Nariño,Colombia,2018,978-958-5504-34-9,,,Institución Universitaria CESMAG,"ISABEL CRISTINA CANO ALVAREZ, MAYERLY ZULAY RUIZ TORRES"
00000000009075,False,Libro pedagógico y/o de divulgación,"Rutas de Ciencia, Tecnología e Innovación",Colombia,2018,978-958-5504-13-4,,,Institución Universitaria CESMAG,"MARIA DEL PILAR AGREDA GUERRERO, MAYERLY ZULAY RUIZ TORRES"
00000000009075,False,Libro pedagógico y/o de divulgación,"Rutas de Ciencia, Tecnología e Innovación",Colombia,2018,978-958-5504-14-1,,,Institución Universitaria CESMAG,"MAYERLY ZULAY RUIZ TORRES, MARIA DEL PILAR AGREDA GUERRERO"
00000000009075,False,Otro libro publicado,Violencia y ciudad : Reflexiones universitarias y aportes desde la psicología,Colombia,2018,978-958-5504-10-3,,,Institución Universitaria CESMAG,"ANDREA XIMENA ZUNIGA LOPEZ, MARIA ALEJANDRA CAICEDO BUCHELI, MARIA DEL MAR OSORIO ARIAS, MARIA ALEJANDRA CEBALLOS CASAS"
00000000009075,False,Otro libro publicado,Nuestra Experiencia con el Cáncer,Colombia,2018,978-620-2-12012-8,,,Editorial Académica Española,"CARMEN EUGENIA RENGIFO LOPEZ, MARILUZ CARDOZO DUARTE"
00000000000619,False,Otro libro publicado,Micologia Clinica-Aprendizaje Basado En Resolucion De Problemas,Colombia,2011,978-958-8696-05-8,500,368,Editorial Feriva,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000000619,False,Otro libro publicado,De La Teoria Al Laboratorio De Micología Básica,Colombia,2011,978-958-8696-04-1,1000,84,Editorial Feriva,FABIOLA EUGENIA GONZALEZ CUELLAR
00000000001014,False,Otro libro publicado,Los proyectos de práctica pedagógica investigativa: estructura discursiva,Colombia,2016,978-958-732-211-8,,,Universidad del Cauca,LUIS ALFREDO LOPEZ QUINAYAS
00000000001014,False,Otro libro publicado,Cossos De Paper,Colombia,2010,978-958-44-7815-3,100,98,Rey Graficas Coleccion Literaria Estuario,MARY EDITH MURILLO FERNANDEZ
00000000001014,False,Otro libro publicado,Huésped del Tiempo,Colombia,2004,9681263,500,80,Rey Gráficas,MARY EDITH MURILLO FERNANDEZ
00000000008150,False,Otro libro publicado,"Desnudez Antigua, La",Colombia,2002,958-655-559-3,,78,Editorial Universidad de Antioquia,TIANXIN CAI
00000000020815,False,Libro pedagógico y/o de divulgación,Cartilla Educativa Formación de Promotores en Salud Comunitaria,Colombia,2018,978-958-58481-4-6,,,Fundación InnovaGen,"DIANA MARCELA TORRES CUELLAR, HAROLD JOFRE BOLANOS BRAVO, CARLOS HERNAN SIERRA TORRES, YEIMY BIBIANA DIAZ TENORIO, MARIA VIRGINIA LONDONO CABEZAS"
00000000003369,False,Otro libro publicado,Manual popular de plantas medicinales de las Costa Atlantica de Honduras.,Honduras,1995,,,52,Litografía López,"SONIA LAGOS WITTE, J GUARDADO"
00000000000095,False,Otro libro publicado,Xenophobia And Islamophobia In Europe,Colombia,2013,978-958-46-2855-8,500,290,PRINART,"MARIO FRANCISCO DELGADO NOGUERA, GONZALO BUENAHORA DURAN"
00000000000095,False,Libro pedagógico y/o de divulgación,Fundamentación científica y hablilidades clinicas en la Formación del médico general,Colombia,2008,978-958-9451-73-1,,,Taller Editorial Universidad Del Cauca,ALVARO IVAN NARVAEZ GOMEZ
00000000000095,False,Otro libro publicado,Recorriendo Los Caminos De La Bota Caucana Y El Macizo Colombiano,Colombia,2007,978-958-44-2969-8,1,76,Fundación espacio abierto,"CAROLINA DEL CAIRO SILVA, ASTRID LORENA PERAFAN LEDEZMA"
00000000004806,False,Otro libro publicado,Gestión de la seguridad en el desarrollo de software,Colombia,2019,978-958-56791-3-9,,,Sello editorial Unicomfacauca,JUAN PABLO MARTINEZ PULIDO
00000000003369,False,Libro pedagógico y/o de divulgación,Contribución de la Red Latinoamericana de Botánica a de la Estrategia Global para la Conservación de las Especies Vegetales hacia el logro de las Metas 13 y 15,Colombia,2011,978-956-9073-01-04,0,132,Rlb,SONIA LAGOS WITTE
00000000003369,False,Libro pedagógico y/o de divulgación,"Manual Para La Implementación De La ¿Estrategia Global Para La Conservación De Las Especies Vegetales¿ (Egcev) En América Latina: El Aporte De La Red Latinoamericana De Botánica Al Objetivo 1, Meta 2",Chile,2011,9789569073007,0,56,Rlb,SONIA LAGOS WITTE
00000000003369,False,Otro libro publicado,"Plantas tóxicas, Cuidados Intensivos en el paciente intoxicado. Tópicos innovadores en Medicina Critica",México,2011,234-876-45,0,345,Editorial Prado,ABIGAIL AGUILAR CONTRERAS
00000000003369,False,Otro libro publicado,Miguel Ángel Martínez Alfaro y la Etnobotánica de la segunda mitad del siglo XX.,México,2009,345-23-45-000,0,234,Eds. Juan Pablos,ABIGAIL AGUILAR CONTRERAS
00000000003369,False,Otro libro publicado,"Sistemas Sociales y agroecosistemas - Material de apoyo III semestre, licenciatura en etnoeducación",Colombia,1995,s/n,,210,Universidad del Cauca,"MIRYAM AMPARO ESPINOSA, OLGA LUCIA SANABRIA DIAGO, ERNESTO HERNANDEZ BERNAL"
00000000008150,False,Libro pedagógico y/o de divulgación,Resolución de Problemas: un medio para la formación matemática,Colombia,2018,978-958-8958-70-5,,,Editorial Universidad De Nariño,"CATALINA MARIA RUA ALVAREZ, JOHN HERMES CASTILLO GOMEZ"
00000000003369,False,Otro libro publicado,Ethnobotany and Sustainable Uses of Wild Plant Resources,Honduras,1995,1-85383-697-4,0,63,Litografía López,SONIA LAGOS WITTE
00000000004638,False,Libro pedagógico y/o de divulgación,Analysis Of Dietary Sugars In Beverages By Gas Chromatography,Inglaterra,2012,1849733708,0,229,The Royal Society of Chemistry,FRANCISCO JAVIER MORENO ANDUJAR
00000000004638,False,Libro pedagógico y/o de divulgación,Onion Consumption And Health,Estados Unidos,2012,9781621008361,0,193,NOVA Science Publishers Inc.,MARIA DEL MAR VILLAMIEL GUERRA
00000000004638,False,Otro libro publicado,Handbook Of Dairy Foods Analysis: Carbohydrates,Estados Unidos,2010,978-1-4200-4631-1,0,29,CRC Press New York,AGUSTIN OLANO VILLEN
00000000004638,False,Libro pedagógico y/o de divulgación,"Manual de Procedimientos de Operación, mantenimiento y seguridad de los equipos de los laboratorios de docencia del Departamento de Química",Colombia,2005,,3,1,Universidad del Cauca,"MAITE DEL PILAR RADA MENDOZA, JENNY RUBY CASTILLO, HEBER ORLANDO VERGARA VERGARA, GIOVANNY VIVAS, CLAUDIA XIMENA MARTINEZ"
00000000001014,False,Otro libro publicado,Ciudad sin Nombre,Colombia,2003,ISSN-01211080,300,60,Ediciones Embalaje,MARY EDITH MURILLO FERNANDEZ
00000000000668,False,Otro libro publicado,Recorriendo Los Caminos De La Bota Caucana Y El Macizo Colombiano,Colombia,2007,978-958-44-2969-8,1,76,Fundación espacio abierto,"CAROLINA DEL CAIRO SILVA, ASTRID LORENA PERAFAN LEDEZMA"
00000000002153,False,Otro libro publicado,Simulacion De Sistemas De Telecomunicaciones,Colombia,2007,978-958-44-2583-6,300,150,"Padilla Bejarano, Ferney",EVELIO ASTAIZA HOYOS
00000000004639,False,Otro libro publicado,"Inteligencia creadora, ludismo y motricidad",Colombia,2006,978-958-9451-20-5,1,243,En-acción / Unicauca,EUGENIA TRIGO AZA
00000000004639,False,Libro pedagógico y/o de divulgación,"Mudanzas, Horizontes Desde La Motricidad",Colombia,2006,958-9451-03-9,0,235,unicauca,EUGENIA TRIGO AZA
00000000004639,False,Otro libro publicado,"EMBARAZO, PARTO Y ESTIMULACION",Colombia,2002,,1,136,Universidad del Cauca,"CLARA INES CORDOBA LLANOS, NANCY JANETH MOLANO TOBAR"
00000000003965,False,Otro libro publicado,Pasos para alcanzar la acreditación de los ensayos en un laboratorio,Colombia,2014,978-958-732-155-5,,,Editorial Universidad Del Cauca,"HECTOR SAMUEL VILLADA CASTILLO, ALCY RENE CERON MOSQUERA, ELSA SUSANA CAJIAO BUITRON"
00000000003965,False,Otro libro publicado,Introducción A La Fermentación De Sustrato Sólido,Colombia,2010,9789587320572,200,103,Taller Editorial Universidad Del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE LUIS HOYOS CONCHA, JESUS EDUARDO BRAVO GOMEZ"
00000000003965,False,Otro libro publicado,Metodología para la localización y distribución de instalaciones en una planta de alimentos: estudio de caso,Colombia,2010,978-958-732-052-7,200,168,Ediorial Universidad Del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, JOSE LUIS DAZA SALMANCA"
00000000003965,False,Otro libro publicado,La termodinámica en la Agroindustria,Colombia,2005,,,1,Universidad del Cauca,"SILVIO ANDRES MOSQUERA SANCHEZ, JOSE FERNANDO GRASS, DEYANIRA MUNOZ"
00000000005833,False,Otro libro publicado,Fundamentos de Dibujo de Ingeniería con Solidworks,Colombia,2019,978-958-56791-2-2,,,Sello editorial Unicomfacauca,JULIO EDUARDO MEJIA MANZANO
00000000002153,False,Otro libro publicado,Tecnologias Emergentes en Redes y servicios Telematicos,Colombia,2002,,1,300,Editorial Universidad Del Cauca,EDGARD CASTILLO ERASSOUR
00000000004639,False,Otro libro publicado,"La formación doctoral en América Latina ¿más de lo mismo?, ¿una cuestión pendiente?",Colombia,2009,978-1-4092-9810-6,1,134,IISABER,EUGENIA TRIGO AZA
00000000008156,False,Libro pedagógico y/o de divulgación,Manual de costos prestacionales en el sector de la construcción,Colombia,2018,978-958-732-327-6,,,Editorial Universidad Del Cauca,LUIS ILDEMAR BOLANOS ANDRADE
00000000008156,False,Libro pedagógico y/o de divulgación,FORMULACION Y EVALUACION DE PROYECTOS VIALES Y DE TRANSPORTE (Publicación propia),Colombia,2005,0000000000,100,400,Editorial De La Universidad Del Cauca,CARLOS ALBERTO ARBOLEDA VELEZ
00000000008156,False,Libro pedagógico y/o de divulgación,Manual de Administración del mantenimiento Vial,Colombia,1998,,1,175,Universidad del Cauca,ARY FERNANDO BUSTAMANTE MUNOZ
00000000002141,False,Otro libro publicado,"Biologia Molecular, Genomica Y Post-Genomica",Colombia,2009,978-958-9451-36-6,0,286,Editorial Universidad Del Cauca,PATRICIA EUGENIA VELEZ VARELA
00000000002141,False,Libro pedagógico y/o de divulgación,"Manual de Procedimientos de Operación, mantenimiento y seguridad de los equipos de los laboratorios de docencia del Departamento de Química",Colombia,2005,,3,1,Universidad del Cauca,"MAITE DEL PILAR RADA MENDOZA, JENNY RUBY CASTILLO, HEBER ORLANDO VERGARA VERGARA, GIOVANNY VIVAS, CLAUDIA XIMENA MARTINEZ"
00000000014080,False,Libro pedagógico y/o de divulgación,Diseño e Implementación de Bases de Datos desde una Perspectiva Práctica,Colombia,2014,PENDIENTE,,,No Aplica,"SANDRA MILENA ROA MARTINEZ, MARITZA FERNANDA MERA GAONA"
00000000000694,False,Libro pedagógico y/o de divulgación,Circuitos Eléctricos,Colombia,2002,,1,1,Universidad del Cauca,JUAN MARTIN VELASCO MOSQUERA
00000000000668,False,Otro libro publicado,Invencion de Lucía,Colombia,2009,978-958-44-5830-8,1000,86,Tertulia Literaria de Gloria Luz Gutierrez,ANDREA PANTOJA BARCO
00000000000668,False,Otro libro publicado,Epidemiología Para No Epidemiologos,Colombia,2009,978-958-98285-9-5,1,300,Da vinci Editores & cia en C.,"BEATRIZ EUGENIA ALVARADO LLANO, GABRIEL OSORNO, JAIRO OSORNO"
00000000004639,False,Libro pedagógico y/o de divulgación,Algunas Miradas Sobre El Cuerpo,Colombia,2007,978-958-945140-3,0,101,En-acción / Unicauca,EUGENIA TRIGO AZA
00000000004639,False,Otro libro publicado,"EL BUEN VIVIR, CONSTRUYE VIDA EN TU HABITAT.",Colombia,2009,978-958-9187-91-3,1,112,IMPRESION FERIVA S.A,GUILLERMO ROJAS QUICENO
00000000020815,False,Libro pedagógico y/o de divulgación,Ambientalmente saludable,Colombia,2016,978-958-58481-2-2,,,Fundación InnovaGen,"HAROLD JOFRE BOLANOS BRAVO, DIANA MARCELA TORRES CUELLAR, CARLOS HERNAN SIERRA TORRES, YEIMY BIBIANA DIAZ TENORIO, MARIA VIRGINIA LONDONO CABEZAS"
00000000003212,False,Otro libro publicado,Kusrennopelai Wamtsi Gramática Pedagógica De La Lengua Namtrik Para Maestros Misak,Colombia,2011,958-732-091-3,1,171,Editorial De La Universidad Del Cauca,"LILIA TRIVINO GARZON, BARBARA MUELAS"
00000000020815,False,Libro pedagógico y/o de divulgación,Rotafolio Educativo en Salud Sexual y Reproductiva,Colombia,2016,978-958-58481-3-9,,,Fundación InnovaGen,"YEXANIA YUTRY ARBOLEDA MORENO, HAROLD JOFRE BOLANOS BRAVO, CARLOS HERNAN SIERRA TORRES, DIANA MARCELA TORRES CUELLAR, MARIA VIRGINIA LONDONO CABEZAS, YEIMY BIBIANA DIAZ TENORIO"
00000000020815,False,Libro pedagógico y/o de divulgación,Regálale tiempo a tu vida: Programa Integral para la Prevención de Cáncer de Cuello Uterino,Colombia,2014,978-958-58481-1-5,,,Fundación InnovaGen,"YEXANIA YUTRY ARBOLEDA MORENO, CARLOS HERNAN SIERRA TORRES, HAROLD JOFRE BOLANOS BRAVO, DIANA MARCELA TORRES CUELLAR, YEIMY BIBIANA DIAZ TENORIO"
00000000020815,False,Libro pedagógico y/o de divulgación,Agua: fuente de salud y vida,Colombia,2014,978-958-58481-0-8,,,Fundación InnovaGen,"DIANA MARCELA TORRES CUELLAR, HAROLD JOFRE BOLANOS BRAVO, CARLOS HERNAN SIERRA TORRES, MARIA VIRGINIA LONDONO CABEZAS, YEIMY BIBIANA DIAZ TENORIO, ANGELICA ALEJANDRA DOMINGUEZ ACOSTA"
00000000008151,False,Libro pedagógico y/o de divulgación,Lecciones de Optica de Fourier Fraccional,Colombia,2004,,,1,No Aplica,PIERRE PELLAT FINET
00000000008155,False,Otro libro publicado,Efecto del método de síntesis sobre las propiedades mecánicas del ZrO2,Alemania,2015,978-3659066177,,,Editorial Académica Española,"JORGE ENRIQUE RODRIGUEZ PAEZ, DIEGO ANDRES CAMPO CEBALLOS"
00000000008155,False,Otro libro publicado,Síntesis de óxidos de interés industrial,Colombia,2013,9-789584-623119,100,300,SAMAVA,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000008155,False,Otro libro publicado,Beta alúmina como conductor iónico,Alemania,2012,978-3-659-03945,,,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000008155,False,Otro libro publicado,Uso Racional De Las Arcillas: Porcelana Eléctrica,Alemania,2012,978-3-8484-7012-9,1,123,Editorial Académica Española,JORGE ENRIQUE RODRIGUEZ PAEZ
00000000003212,False,Libro pedagógico y/o de divulgación,GUÍA DE USO DEL ¿LÉXICO DE LA LENGUA NAM TRIK DE TOTORÓ¿,Colombia,2013,978-958-57839-0-4,,,Editorial Cabildo de la parcialidad indígena de Totoró,"GENY KATERINE GONZALES CASTANO, ESTEBAN DIAZ MONTENEGRO, TULIO ENRIQUE ROJAS CURIEUX"
00000000003212,False,Otro libro publicado,"Estudios Sociolingüísticos de los pueblos Mojeño Trinitario, Mojeño Ignaciano, Tsimane', Cavineño, Esse Ejja, Weenhayek, Yuracaré, Gwarayo.",Bolivia,2012,8-1-163-12 P.O.,,,Universidad Autónoma Gabriel René Moreno,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro libro publicado,"Esbozos gramaticales de las lenguas Guaraní, Gwarayu, Bésiro y Mojeño Ignaciano",Bolivia,2012,8-1-160-11P.O.,,,Universidad Gabriel René Moreno,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro libro publicado,Vikaejaruka Eta Ajurekana. Léxico de la lengua Mojeña Ignaciana,Bolivia,2011,81157711,1,85,Editorial Universidad Autónom Gabriel René Moreno,TULIO ENRIQUE ROJAS CURIEUX
00000000004639,False,Otro libro publicado,"Motricidad Humana, Una Mirada Retrospectiva",España,2010,978-1-4452-2249-3,1,128,Instituto Internacional del Saber,EUGENIA TRIGO AZA
00000000003212,False,Otro libro publicado,Mantiyakaka aukí Bésɨro. Léxico de la lenguas Bésɨro.,Bolivia,2011,8116011,1,1,Editorial Universidad Autónom Gabriel René Moreno,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro libro publicado,Tamaraereta - Léxico de la lengua Guaraní,Bolivia,2011,8-1-160-11-P.O.,,,No Aplica,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro libro publicado,Yañe'ë gwarayu ñe'ë p+pe - Léxco de la lengua Gwaray,Bolivia,2011,8-1-1577-11-P.O.,,,No Aplica,TULIO ENRIQUE ROJAS CURIEUX
00000000003212,False,Otro libro publicado,"Inflexión decolonial. Fuentes, conceptos y cuestionamientos",Colombia,2010,958-732-067-1,,,Editorial Universidad Del Cauca,"AXEL ALEJANDRO ROJAS MARTINEZ, EDUARDO RESTREPO"
00000000003212,False,Otro libro publicado,Las Lenguas Y Su Estudio,Colombia,2007,978-958-9451-24-3,1,129,Ediorial Universidad Del Cauca,"LILIA TRIVINO GARZON, ROSA ALICIA ESCOBAR"
00000000003212,False,Otro libro publicado,Procesos de comunicacion,Colombia,2005,9788484298908,500,130,Taller Editorial Universidad Del Cauca,MARISOL OROZCO ALVAREZ
00000000003212,False,Otro libro publicado,En La Reflexión Sobre Lo Oral Y Lo Escrito: Educación Escolar Y Práctica En Pueblos Indígenas,Colombia,2005,9589475906,1,42,Editorial Universidad Del Cauca,TULIO ENRIQUE ROJAS CURIEUX
00000000004639,False,Otro libro publicado,Evaluación de la calidad y el aprendizaje en organizaciones y sujetos,Colombia,2017,978-1-945570-30-8,,,"REDIPE, UNIVERSIDAD SAN BUENAVENTURA",ROBINSON MENESES LLANOS
00000000004639,False,Otro libro publicado,Historias Motricias. Trasegando El Sentido De Vida,Colombia,2014,978-1-291-88302-2,,,IISABER,EUGENIA TRIGO AZA
00000000004639,False,Otro libro publicado,Ciencia e investigación encarnada,Colombia,2011,978-4709-8358-1,1,148,IISABER,EUGENIA TRIGO AZA
00000000004639,False,Otro libro publicado,Manual de Semiologia Deportiva e Infiltraciones en Miembro Superior,Colombia,2010,987-958-732034-3,100,124,Editorial De La Universidad Del Cauca,CLARA INES CORDOBA LLANOS
00000000004639,False,Otro libro publicado,"Motricidad Humana: política, teoría y vivencias",Colombia,2010,978-1-4452-7652-7654,1,120,IISABER,"EUGENIA TRIGO AZA, HARVEY MONTOYA"
00000000007141,False,Libro pedagógico y/o de divulgación,Emancipacion Y Tragedia En La Filosofia De La Educación,México,2008,9789707227590,500,337,Fondo Editorial Universidad Pedagogica Nacional,LUIS EDUARDO PRIMERO RIVAS
