idgruplac,verificado,tipo,nombre,lugar,fecha,disponibilidad,url,nombre_comercial,nombre_proyecto,institucion,autores
00000000006505,False,Computacional,AR POSITION U,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,AR POSITION U,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA"
00000000006505,False,Computacional,SINSEÑAS V.2.0,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SINSEÑAS V.2.0,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, ELKIN FABER ORTIZ MARTINEZ, CRISTIAN FABIAN BRAVO MOSQUERA"
00000000006505,False,Computacional,OARU,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APLICACIÓN DE REALIDAD AUMENTADA PARA LA UBICACIÓN DE ESPACIOS Y TIEMPOS,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, SILER AMADOR DONADO, MARTA CECILIA CAMACHO OJEDA, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA"
00000000006505,False,Computacional,MASSIVE EVENTS,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,MASSIVE EVENTS,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, MARTA CECILIA CAMACHO OJEDA, SILER AMADOR DONADO, ELKIN FABER ORTIZ MARTINEZ, DAVID ARMANDO BENAVIDES ZUNIGA"
00000000006505,False,Computacional,MI CAFETAL,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,No aplica,,Colegio Mayor Del Cauca - Institución Universitaria,"MARIA ALEJANDRA VARONA TABORDA, MARTA CECILIA CAMACHO OJEDA, DIEGO ALEJANDRO DIAZ BONILLA, DIEGO FELIPE MUNOZ MOSQUERA"
00000000006175,False,Computacional,SOFWARE MANEJO PISCICOLA,Colombia,2018,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"EVER GREGORIO MARTINEZ ROMERO, EDGAR MATALLANA SANCHEZ"
00000000006175,False,Computacional,MEDIMEC,Colombia,2018,Restringido,No Aplica,MEDIMEC,,No Aplica,NELSON EMILIO PAZ RUIZ
00000000006175,False,Computacional,SISTEMA DE MONITOREO REMOTO PARA CULTIVOS EN INVERNADERO,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"BIBIANA PATRICIA MONTOYA BONILLA, JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA"
00000000006175,False,Computacional,Sistema de informacion de procesamiento de imagenes y visualizacion de NDVI georreferenciado,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"BIBIANA PATRICIA MONTOYA BONILLA, FRANCISCO JAVIER OBANDO VIDAL, JULIO EDUARDO MEJIA MANZANO"
00000000006175,False,Computacional,Sistema de visión y nivel de tapa,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,Sistema de visión y nivel de tapa,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,HELMER PAZ OROZCO
00000000006175,False,Computacional,Sistema de Inventarios Móvil mediante RFID - SIMORFID,Colombia,2019,Restringido,No Aplica,,,No Aplica,JULIAN FELIPE LATORRE OCHOA
00000000006505,False,Computacional,SOCIAL PETS,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SOCIAL PETS,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, JHON KENNEDY TUQUERRES MOSCOTE, DAMARIS MUNOZ ZUNIGA"
00000000006505,False,Computacional,BICIAPP,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,BICIAPP,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, LEANDRO ALBERTO BURBANO DAZA, JULIAN ANDRES MUNOZ PENA"
00000000006505,False,Computacional,HERRAMIENTA SOFTWARE PARA EVALUAR LA USABILIDAD DE PORTALES WEB DIRIGIDOS A LA POBLACIÓN INFANTIL,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,HERRAMIENTA SOFTWARE PARA EVALUAR LA USABILIDAD DE PORTALES WEB DIRIGIDOS A LA POBLACIÓN INFANTIL,,Colegio Mayor Del Cauca - Institución Universitaria,GABRIEL ELIAS CHANCHI GOLONDRINO
00000000008516,False,Computacional,Objetos de Aprendizaje Para la Enseñanza de la Matemática,Colombia,2012,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,,IMPACTO DE LAS TIC EN EL NIVEL DE DESERCION EN LA POBLACION ESTUDIANTIL DE PRIMER SEMESTRE DE LA FACULTAD DE INGENIERIA.,Colegio Mayor Del Cauca - Institución Universitaria,"ALBERTO BRAVO BUCHELY, DAYNER ORDONEZ LOPEZ, FREDY ALONSO VIDAL ALEGRIA"
00000000006505,False,Computacional,APLICATIVO PARA LA INSPECCIÓN DE USABILIDAD WEB,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APLICATIVO PARA LA INSPECCIÓN DE USABILIDAD WEB,,Colegio Mayor Del Cauca - Institución Universitaria,"GABRIEL ELIAS CHANCHI GOLONDRINO, YENNY MAGALY CASTRILLON BOLANOS, CLAUDIA MARGARITA CHANCHI GOLONDRINO"
00000000006505,False,Computacional,MANUAL DE USUARIO APLICACIÓN MÓVIL BEET-EAR,Colombia,2019,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,MANUAL DE USUARIO APLICACIÓN MÓVIL BEET-EAR,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, JUAN JOSE CAIZA NARVAEZ"
00000000006505,False,Computacional,SAFEPRO,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SAFEPRO,,Colegio Mayor Del Cauca - Institución Universitaria,"ANTONIO JOSE COQUE DELGADO, KATERINE MARCELES VILLALBA, HERBERTH ALBERTO AUSECHA URBANO"
00000000006505,False,Computacional,APLICACIÓN MÓVIL EAR,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APLICACIÓN MÓVIL EAR,,Colegio Mayor Del Cauca - Institución Universitaria,"JUAN JOSE CAIZA NARVAEZ, KATERINE MARCELES VILLALBA"
00000000006505,False,Computacional,GEAME-TROM,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,GEAME-TROM,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, LEONARDO CERON CRUZ, MARLON STIVEN GONZALEZ, GABRIEL ELIAS CHANCHI GOLONDRINO"
00000000006505,False,Computacional,My Tomato Crop,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,My Tomato Crop,,Colegio Mayor Del Cauca - Institución Universitaria,"ANGIE CAROLINA PILLIMUE, KATERINE MARCELES VILLALBA, MANUEL ALEJANDRO ORTEGA ROSAS"
00000000006505,False,Computacional,Pseudocódigo -Invidente,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Pseudocódigo -Invidente,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, ANA MARIA ORDONEZ, ANGEL ANTONIO POTOSI, YEIMY LORENA SANCHEZ CONEJO"
00000000006505,False,Computacional,Oximeter-Test,Colombia,2020,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,Oximeter-Test,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, GABRIEL ELIAS CHANCHI GOLONDRINO, JULIAN DAVID ORDONEZ FERNANDEZ, HERBER MAURICIO ZAMBRANO SEMANATE, MILLER OTERO DAGUA"
00000000006505,False,Computacional,QUICK BOOKING APP,Colombia,2021,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,QUICK BOOKING APP,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, SEBASTIAN QUINTERO MUNERA, HAROL ARNALDO SAMBONI IMBACHI, HECTOR FABIO CRUZ"
00000000006505,False,Computacional,APP_SCT,Colombia,2021,No restringido,Colegio Mayor Del Cauca - Institución Universitaria,APP_SCT,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, JULIAN DARIO VELASCO SILVA, PAULA ANDREA GUTIERREZ LEYTON, JHON EDUAR PECHENE"
00000000006505,False,Computacional,BRAC,Colombia,2021,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,BRAC,,Colegio Mayor Del Cauca - Institución Universitaria,"LUIS ALFONSO COLLAZOS CASTRO, KATERINE MARCELES VILLALBA"
00000000006505,False,Computacional,IPE-GPI,Colombia,2021,No restringido,Colegio Mayor Del Cauca - Institución Universitaria,IPE-GPI,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, JUAN CAMILO CANDO DELGADO, ANA MARIA VILLANI VILLANI"
00000000006505,False,Computacional,IPE_4IMAGENES_COLOMBIA,Colombia,2021,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,IPE_4IMAGENES_COLOMBIA,,Colegio Mayor Del Cauca - Institución Universitaria,"DIEGO FELIPE MUNOZ MOSQUERA, KATERINE MARCELES VILLALBA"
00000000006505,False,Computacional,SIMULADOR DE CIRCUITOS ELÉCTRICOS,Colombia,2021,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,SIMULADOR DE CIRCUITOS ELÉCTRICOS,,Colegio Mayor Del Cauca - Institución Universitaria,"KATERINE MARCELES VILLALBA, FABIAN ANDRES MUNOZ LOZADA, EDISSON YESID CHARFUELAN GONZALEZ"
00000000006505,False,Computacional,APRENDAMOS NASA YUWE,Colombia,2021,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,APRENDAMOS NASA YUWE,,Colegio Mayor Del Cauca - Institución Universitaria,"LUIS GABRIEL LEDESMA BOLANOS, KATERINE MARCELES VILLALBA, FRANCISCO ANTONIO TUMBO CASSO"
00000000006505,False,Computacional,RISK DATA COVID,Colombia,2022,Restringido,Colegio Mayor Del Cauca - Institución Universitaria,RISK DATA COVID,,Colegio Mayor Del Cauca - Institución Universitaria,"EMERSON CARVAJAL SANDOVAL, KATERINE MARCELES VILLALBA, JULLY ANDREA RODRIGUEZ MUNOZ"
00000000007827,False,Computacional,software para la implantación del sistema de gestión de calidad ISO 9000:2008,Colombia,2011,Restringido,Secretaria De Educación Municipal,,Fundación Universitaria de Popayán,Secretaria De Educación Municipal,LUIS FREDDY MUNOZ SANABRIA
00000000008516,False,Computacional,OA Abstracción de Datos y Programación Multicapa LACLO 2013,Colombia,2013,Restringido,No Aplica,OA Abstracción de Datos y Programación Multicapa LACLO 2013,OA Abstracción de Datos y Programación Multicapa LACLO 2013,No Aplica,FREDY ALONSO VIDAL ALEGRIA
00000000008156,False,Computacional,DEPAV,Colombia,2016,Restringido,UNIVERSIDAD DEL CAUCA,DEPAV. DISEÑO ESTRUCTURAL DE PAVIMENTOS,,UNIVERSIDAD DEL CAUCA,EFRAIN DE JESUS SOLANO FAJARDO
00000000015675,False,Computacional,Modulo de empoderamiento basado en TIC,Colombia,2016,Restringido,Departamento Administrativo De Planeación Nacional,Mebtic,,Departamento Administrativo De Planeación Nacional,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,Modulo de Analisis Ambiental MASSA,Colombia,2016,Restringido,Departamento Administrativo De Planeación Nacional,MASSA,,Departamento Administrativo De Planeación Nacional,"JOSE ARMANDO ORDONEZ CORDOBA, CARLOS HERNAN SIERRA TORRES, CLAUDIA PATRICIA ACOSTA ASTAIZA"
00000000015675,False,Computacional,Plataforma de Modelado del docente en sistemas adaptativos de aprendizaje para el mejoramiento de la calidad de la educación en matemática,Colombia,2017,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,Apicación Movil Educatic,Colombia,2018,Restringido,No Aplica,,,No Aplica,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,PLATAFORMA PARA LA MEDICION DE LA CALIDAD DEL AIRE MCAP MOBILE,Colombia,2018,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,"JOSE ARMANDO ORDONEZ CORDOBA, CRISTIAN CAMILO ORDONEZ QUINTERO"
00000000015675,False,Computacional,ESTRATEGIA DE GAMIFICACION M-LEARNING KITEKIWE,Colombia,2018,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,"JOSE ARMANDO ORDONEZ CORDOBA, KELLY GIOVANNA MUNOZ BALCAZAR, YULI SIDNEY GARCES BOLANOS"
00000000015675,False,Computacional,Clusters Lawyer,,2018,Restringido,No Aplica,,,No Aplica,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,Clusters Lawyer,Colombia,2018,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,Clusters Lawyer,,FUNDACION UNIVERSITARIA DE POPAYAN,CRISTIAN CAMILO ORDONEZ QUINTERO
00000000015675,False,Computacional,BUSCADOR-CLUST,,2019,Restringido,Departamento Nacional De Planeación - Dnp,,,Departamento Nacional De Planeación - Dnp,"CRISTIAN CAMILO ORDONEZ QUINTERO, JOSE ARMANDO ORDONEZ CORDOBA"
00000000015675,False,Computacional,sistema integrado de salud ambiental,Colombia,2019,Restringido,Departamento Nacional De Planeación - Dnp,,,Departamento Nacional De Planeación - Dnp,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,Doctor virtual,Colombia,2019,Restringido,Departamento Nacional De Planeación - Dnp,,,Departamento Nacional De Planeación - Dnp,JOSE ARMANDO ORDONEZ CORDOBA
00000000015675,False,Computacional,PLATAFORMA DE CENSO INDÍGENA PANCITARA,Colombia,2019,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,PLATAFORMA DE CENSO INDÍGENA PANCITARA,,FUNDACION UNIVERSITARIA DE POPAYAN,"JOSE ARMANDO ORDONEZ CORDOBA, CRISTIAN CAMILO ORDONEZ QUINTERO"
00000000015675,False,Computacional,DISEÑO DE UNA PLATAFORMA PARA EL CÁLCULO DE LA EFICIENCIA ENERGÉTICA EN UN SISTEMA CAFETERO - AcCoffee ,Colombia,2019,Restringido,UNIVERSIDAD DEL CAUCA,AcCoffee,,UNIVERSIDAD DEL CAUCA,CRISTIAN MENDEZ RODRIGUEZ
00000000015675,False,Computacional,MATEMATICA EN TUS MANOS,,2020,Restringido,Departamento Nacional De Planeación - Dnp,,,Departamento Nacional De Planeación - Dnp,"JOSE ARMANDO ORDONEZ CORDOBA, CRISTIAN MENDEZ RODRIGUEZ, CRISTIAN CAMILO ORDONEZ QUINTERO, SANDRA MARCELA CHITO CERON"
00000000008156,False,Computacional,TOPO3,Colombia,2016,Restringido,UNIVERSIDAD DEL CAUCA,TOPO3. CALCULOS TOPOGRAFICOS Y DISEÑO GEOMETRICO DE VIAS,,UNIVERSIDAD DEL CAUCA,EFRAIN DE JESUS SOLANO FAJARDO
00000000008156,False,Computacional,ANALISIS DE SISTEMAS DE TRANSPORTE,Colombia,2013,No restringido,No Aplica,RUTWIN,ANALISIS DE SISTEMAS DE TRANSPORTE PUBLICO,No Aplica,CARLOS ALBERTO ARBOLEDA VELEZ
00000000015675,False,Computacional,SIWGACE,Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,SIWGACE,,FUNDACION UNIVERSITARIA DE POPAYAN,CRISTIAN MENDEZ RODRIGUEZ
00000000008156,False,Computacional,PROGRAMA SEMAFORO,Colombia,2011,Restringido,UNIVERSIDAD DEL CAUCA,SEMAFORO,,UNIVERSIDAD DEL CAUCA,CARLOS ALBERTO ARBOLEDA VELEZ
00000000002141,False,Computacional,BioCaos: Análisis multifractal,Colombia,2008,Restricta,UNIVERSIDAD DEL VALLE,,,UNIVERSIDAD DEL VALLE,"PEDRO ANTONIO MORENO TOVAR, SANDRA BLANCO"
00000000002141,False,Computacional,A3SComP: Compara anotaciones de genomas completos,Colombia,2008,,UNIVERSIDAD DEL VALLE,,,UNIVERSIDAD DEL VALLE,"PEDRO ANTONIO MORENO TOVAR, IVON CETER, JOHANNA CAROLINA CAICEDO"
00000000002141,False,Computacional,ZiM Gene Calculator,Colombia,2008,Irrestricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"EMBER MARTINEZ, PEDRO A MORENO T, PATRICIA EUGENIA VELEZ VARELA, SILER AMADOR"
00000000002141,False,Computacional,LUCA-Analyzer,Colombia,2008,,UNIVERSIDAD DEL VALLE,,,UNIVERSIDAD DEL VALLE,"PEDRO ANTONIO MORENO TOVAR, ALAN JAIRO ACOSTA"
00000000002141,False,Computacional,"Interfaz Grafica de Usuario para Entrenamiento, Prediccion y Visualizacion de Genes.",Colombia,2011,Restringido,No Aplica,"Interfaz Grafica de Usuario para Entrenamiento, Prediccion y Visualizacion de Genes.",Universidad del Valle,No Aplica,LUIS ERNESTO GARRETA UNIGARRO
00000000002141,False,Computacional,Uso de fuentes externas bioinformaticas para retroalimentar la etapa de prediccion de un buscador de genes,Colombia,2011,Restringido,No Aplica,Uso de fuentes externas bioinformaticas para retroalimentar la etapa de prediccion de un buscador de genes,Universidad del Valle,No Aplica,LUIS ERNESTO GARRETA UNIGARRO
00000000008156,False,Computacional,DIARIO,Colombia,1995,Restricta,Invías,,,Invías,"ARY FERNANDO BUSTAMANTE MUNOZ, EFRAIN DE JESUS SOLANO FAJARDO"
00000000008156,False,Computacional,TOPO - CALCULOS TOPOGRAFICOS,Colombia,2000,Restricta,UNIVERSIDAD DEL CAUCA,TOPOS-CALCULOS TOPOGRAFICOS,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, EFRAIN DE JESUS SOLANO F"
00000000008156,False,Computacional,CALCULADORA FINANCIERA,Colombia,2000,Restricta,UNIVERSIDAD DEL CAUCA,CALCULADORA FINANCIERA,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, EFRAIN DE JESUS SOLANO FAJARDO"
00000000008156,False,Computacional,PROGRAMA GRAMA,Colombia,2000,Restricta,UNIVERSIDAD DEL CAUCA,PROGRAMA GRAMA,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, EFRAIN DE JESUS SOLANO FAJARDO"
00000000008156,False,Computacional,EL PROGRAMA RED,Colombia,2002,Restricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, NELSON RIVAS M, EFRAIN DE JESUS SOLANO F"
00000000008156,False,Multimedia,ANOTACIONES DE INGENIERIA DE TRANSITO,Colombia,2002,Restricta,UNIVERSIDAD DEL CAUCA,ANOTACIONES DE INGENIERIA DE TRANSITO,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, NELSON RIVAS MUNOZ"
00000000008156,False,Computacional,RutasWin,Colombia,2003,Irrestricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, NELSON RIVAS M, EFRAIN DE JESUS SOLANO F"
00000000008156,False,Computacional,SIMCAR,Colombia,2004,Irrestricta,Universidad del Cauca - Invias,,,Universidad del Cauca - Invias,"CARLOS ALBERTO ARBOLEDA VELEZ, EFRAIN DE JESUS SOLANO F, ARY BUSTAMANTE"
00000000008156,False,Computacional,ASIGNA,Colombia,2005,Irrestricta,UNIVERSIDAD DEL CAUCA,,,UNIVERSIDAD DEL CAUCA,"CARLOS ALBERTO ARBOLEDA VELEZ, EFRAIN DE JESUS SOLANO F"
00000000015675,False,Computacional,PLATAFORMA DE PERSONALIZACIÓN DE LA EVALUACIÓN SOPORTADA EN INTELIGENCIA ARTIFICIAL¿ (PPEI),,2020,Restringido,Departamento Nacional De Planeación - Dnp,,,Departamento Nacional De Planeación - Dnp,"JOSE ARMANDO ORDONEZ CORDOBA, CRISTIAN CAMILO ORDONEZ QUINTERO"
00000000015675,False,Computacional,APLICACIÓN PARA EL POSICIONAMIENTO DE MARCAS EN LA RED SOCIAL FACEBOOK A TRAVES DE MINERIA DE DATOS,Colombia,2022,Restringido,FUNDACION UNIVERSITARIA DE POPAYAN,,,FUNDACION UNIVERSITARIA DE POPAYAN,FABINTON SOTELO GOMEZ
00000000014080,False,Multimedia,Tsiunas: Videojuego para la prevención de las violencias de género y la promoción de masculinidades corresponsables,Colombia,2018,No restringido,Entidad de la ONU para la Igualdad de Género y el Empoderamiento de la Muje,Tsiunas,,Entidad de la ONU para la Igualdad de Género y el Empoderamiento de la Muje,"HENDRYS FABIAN TOBAR MUNOZ, CAROLINA GONZALEZ SERRANO"
00000000007096,False,Computacional,"RICC-WEB, RED INTELIGENTE DE COOPERACIÓN Y CONVIVENCIA",Colombia,2017,Restringido,Corporación Centro de Desarrollo Tecnológico Cluster CreaTIC,RICC-web,,Corporación Centro de Desarrollo Tecnológico Cluster CreaTIC,EDGAR CAMILO PEDRAZA ALARCON
00000000007096,False,Computacional,enTour360,Colombia,2022,No restringido,"Ministerio de Ciencia, Tecnología e Innovación - Minciencias",enTour360,,"Ministerio de Ciencia, Tecnología e Innovación - Minciencias",HENDRYS FABIAN TOBAR MUNOZ
00000000007096,False,Computacional,REGULATIONAPPFI,Colombia,2022,Restringido,No Aplica,Regulación App,,No Aplica,YULI SIDNEY GARCES BOLANOS
00000000001221,False,Computacional,save the earth,Colombia,2021,Restringido,UNIVERSIDAD COOPERATIVA DE COLOMBIA,,,UNIVERSIDAD COOPERATIVA DE COLOMBIA,OSCAR IVAN DACTO ANDELA
00000000010009,False,Computacional,Scar-Pro Unicauca,Colombia,2016,Restringido,UNIVERSIDAD DEL CAUCA,Scar-Pro Unicauca,,UNIVERSIDAD DEL CAUCA,RUBIEL VARGAS CANAS
00000000008150,False,Computacional,REBECA: PLATAFORMA PARA OLIMPIADAS ACADÉMICAS-UT,Colombia,2020,Restringido,UNIVERSIDAD DEL TOLIMA,REBECA: PLATAFORMA PARA OLIMPIADAS ACADÉMICAS-UT,,UNIVERSIDAD DEL TOLIMA,"NIDIA YADIRA CAICEDO BRAVO, LEONARDO DUVAN RESTREPO ALAPE, EDWIN BERNAL CASTILLO"
00000000004806,False,Computacional,SISTEMA DE INFORMACIÓN PARA EL ACUEDUCTO SAN ROQUE V2,Colombia,2015,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE INFORMACIÓN PARA EL ACUEDUCTO SAN ROQUE V2,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,ANDERSON PECHENE TUNUBALA
00000000004806,False,Computacional,"PLATAFORMA DE GESTIÓN Y PROMOCIÓN DE LA INVESTIGACIÓN FORMATIVA EN UNICOMFACAUCA, ZONA NORTE",Colombia,2017,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,ALEX ARMANDO TORRES BERMUDEZ
00000000004806,False,Computacional,Sistema de información para la identificación del estrés hídrico y la absorción de nutrientes de la planta de café variedad castillo,Colombia,2018,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA DE INFORMACIÓN DE PROCESAMIENTO DE IMAGENES Y VISUALIZACIÓN DE NDVI GEOREFENCIADO,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"LOU STEPHEN BONNAIRE RIVERA, FRANCISCO JAVIER OBANDO VIDAL, BIBIANA PATRICIA MONTOYA BONILLA, JULIO EDUARDO MEJIA MANZANO"
00000000004806,False,Computacional,Framework para la creación de dataset de programación genética relacionado con coberturas vegetales utilizando imágenes satelitales,Colombia,2019,Restringido,No Aplica,FPGIS-19,,No Aplica,"LEYDI ROCIO ERAZO PARUMA, JULIAN FERNANDO MUNOZ ORDONEZ, MICHAEL STIVENS PARDO BURBANO"
00000000004806,False,Computacional,APP MÓVIL PARA LA ENSEÑANZA DE LOS DERECHOS SEXUALES Y REPRODUCTIVOS A JOVENES,Colombia,2019,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,HELDER YESID CASTRILLON COBO
00000000004806,False,Computacional,Lectosord,Colombia,2019,Restringido,No Aplica,Lectosord,,No Aplica,"LEYDI ROCIO ERAZO PARUMA, HELDER YESID CASTRILLON COBO, SANDRA MILENA GOMEZ MUNOZ"
00000000004806,False,Computacional,APLICACIÓN WEB PARA LA CLASIFICACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS E INORGÁNICOS,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,EcologIA-Web,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000004806,False,Computacional,Game reading,Colombia,2020,No restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,Game Reading,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,"ANGELA PATRICIA RODRIGUEZ URRESTE, HELDER YESID CASTRILLON COBO"
00000000004806,False,Computacional,SISTEMA DE CONTROL DE ACCESO BASADO EN EL RECONOCIMIENTO FACIAL Y DE VOZ UTILIZANDO INTELIGENCIA ARTIFICIAL,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,Sistema de control de acceso basado en el reconocimiento facial y de voz utilizando inteligencia artificial,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000004806,False,Computacional,SISTEMA PARA EL APOYO EN LA REHABILITACIÓN DE PACIENTES CON PROBLEMAS DE MOVILIDAD Y MOTRICIDAD EN LAS MANOS BASADO EN UN AMBIENTE DE REALIDAD VIRTUAL UTILIZANDO LEAP-MOTION,Colombia,2020,Restringido,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,SISTEMA PARA EL APOYO EN LA REHABILITACIÓN DE PACIENTES CON PROBLEMAS DE MOVILIDAD Y MOTRICIDAD EN LAS MANOS BASADO EN UN AMBIENTE DE REALIDAD VIRTUAL UTILIZANDO LEAP-MOTION,,CORPORACIÓN UNIVERSITARIA COMFACAUCA - UNICOMFACAUCA,JULIAN FERNANDO MUNOZ ORDONEZ
00000000007096,False,Computacional,GreenFish App,Colombia,2022,Restringido,Acuicola Green Fish SAS,GreenFishApp,,Acuicola Green Fish SAS,"DANIEL MUNOZ ANDRADE, YULI SIDNEY GARCES BOLANOS"
00000000007096,False,Computacional,HUWA SYSTEM,Colombia,2008,Restringido,TOTEMS LIMITADA,HUWA System,,TOTEMS LIMITADA,ALBERTO DE JESUS GONZALEZ RAMIREZ
