idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0001738730,DIEGO ANTONIO LEGARDA CORDOBA,Plataforma robótica para búsqueda y rescate,Industrial,False,,,Colombia,2022,Desastres;Inteligencia artifical;Modulos;Rastreamiento visual;Red Neuronal Convolucional,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",Otros sectores
0001386238,JULIO EDUARDO MEJIA MANZANO,SISTEMA ELECTROMECÁNICO DE FÉRULA DINÁMICA PARA LA PRONOSUPINACIÓN DE ANTEBRAZO,Industrial,False,,,Colombia,2021,Robótica;Sistemas Embebidos;SolidWorks,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Automatización y Sistemas de Control","Fabricación de máquinas, aparatos y materialies eléctricos"
0001386238,JULIO EDUARDO MEJIA MANZANO,PROTOTIPO ADECUACIÓN DE CÁMARAS MULTIESPECTRALES EN DRONES Y MÉTODO DE ENSAMBLE,Industrial,True,,,Colombia,2020,No Aplica,Ingeniería y Tecnología;Ingeniería Mecánica;Ingeniería Mecánica,"Fabricación de máquinas y equipos, incluso máquinas"
0001047698,HECTOR JAVIER TASCON HERNANDEZ,App A Marimbiar,Industrial,True,,,Colombia,2016,No Aplica,Humanidades;Arte;Música y musicología,"Productos y servicios de recreación,culturales, artísticos y deportivos, Educación"
0001304143,"LAURA VANESSA MORALES ERAZO, ANDRES SEBASTIAN SALINAS TRUJILLO",MAterial de referencia: Item de ensayo de aptitud para la determinacion de residuos de plaguicidas en aguacate,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, NATALIA MUNERA, JUAN FERNANDO ROJANO",UV-METER,Industrial,True,,,Colombia,2007,Radiación UV;control de calidad;detectores cosen,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química",Educación
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, EFRAIN SOLARTE RODRIGUEZ, MARCELO AVILA ORTIZ, GERMAN PEREZ, EVAL BACCA","Construcción de un Laser Infrarrojo de Potencia, Aplicable a las Tecnologias de Fabricación y modificación de materiales",Industrial,True,,,Colombia,1996,Laser;Infrarrojo;SUPERCONDUCTIVIDAD;Peliculas Delgadas,"Ciencias Naturales;Ciencias Físicas;Física de la Materia, Ciencias Naturales;Ciencias Físicas;Física de Partículas y Campos","Desarrollo de nuevos materiales, Educación"
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, EFRAIN SOLARTE RODRIGUEZ, EVAL BACCA, FELIO ANDRES PEREZ TIMANA",Construcción de un Sistema Telescopico para Estudios atmosféricos,Industrial,True,,,Colombia,1997,TELESCOPIO;OCULAR;ATMOSFERICO,"Ciencias Naturales;Ciencias Físicas;Física de la Materia, Ciencias Naturales;Ciencias Físicas;Física de Partículas y Campos","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Educación"
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Diseño y montaje de un sistema interferométrico para determinar el grado de coherencia de fuentes de luz cuasimonocromáticas,Industrial,True,,,Colombia,2002,Coherencia;Cuasimonocromática;Luz,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química",No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Adecuación y caracterización del láser de Ión Argón para aplicaciones en pruebas de dispersión de luz por partículas atmosféricas,Industrial,True,,,Colombia,2002,Laser;Dispersión;Partículas;Atmosfera,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química",No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,DISPOSITIVO DISPERSOR DE RADIACIÓN VISIBLE DE ALTA RESOLUCIÓN ESPECTRAL,Industrial,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Sistema de sensado remoto: Lidar Atmosférico,Servicios,True,,,Colombia,2011,LIDAR;LÁSER;AEROSOLES ATMOSFÉRICOS,Ciencias Naturales;Ciencias Físicas;Óptica,"Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Láser industrial de dióxido de carbono,Industrial,True,,,Colombia,2010,Cavidad Láser;Laser;Óptica Aplicada;Láseres;Fibras ópticas;Óptica d,Ciencias Naturales;Ciencias Físicas;Óptica,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, MAURICIO MUNERA PEREZ",Espectroradiómetro Solar,Servicios,True,,,Colombia,2014,Capa Límite Atmosférica;Contaminación;Atmosfera,Ciencias Naturales;Ciencias Físicas;Óptica,Previsión del tiempo y prospección climática
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, DANIEL JOSE NISPERUZA TOLEDO",Sistema electrónico de generación de pulsos ultracortos para láser de estado sólido Nd:YAG,Industrial,True,,,Colombia,2009,Cavidad Láser;Laser;Q-Switch,Ciencias Naturales;Ciencias Físicas;Óptica,No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Láser industrial de dióxido de carbono,Industrial,False,,,Colombia,2010,No Aplica,No Aplica,No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Sistema de sensado remoto: Lidar Atmosférico,Industrial,False,,,Colombia,2010,No Aplica,No Aplica,No Aplica
0000112500,ALVARO EFRAIN BASTIDAS GUSTIN,Espectroradiómetro Solar,Industrial,False,,,Colombia,2011,No Aplica,No Aplica,No Aplica
0000112500,"ALVARO EFRAIN BASTIDAS GUSTIN, DANIEL JOSE NISPERUZA TOLEDO",Sistema electrónico de generación de pulsos ultracortos para láser de estado sólido Nd:YAG,Industrial,False,,,Colombia,2009,Laser;Q-Switch;Cavidad Láser,Ciencias Naturales;Ciencias Físicas;Óptica,"Productos y servicios de recreación,culturales, artísticos y deportivos"
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo para prueba para unidad de control de motor del vehículo Mazda b2600,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Desarrollo de un prototipo didáctico, automático y remoto para pruebas de plano inclinado en los laboratorios de física de la universidad mariana",Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,"EDISON VIVEROS VILLADA, DAGOBERTO MAYORCA TORRES",Clasificación de lulo (Solanum Sp) por medio de técnicas de visión artificial,Industrial,True,,,Colombia,2020,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático","Agricultura, pecuaria, silvicultura, explotación forestal"
0000000555,DAGOBERTO MAYORCA TORRES,Prototipo de apoyo para la detección de broca y roya en sistemas de producción tradicional de cultivos de café,Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Desarrollo de un prototipo didáctico, automático y remoto para pruebas de caída libre en los laboratorios de física de la universidad mariana",Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Desarrollo de un prototipo didáctico, automático y remoto para pruebas de péndulo físico en los laboratorios de física de la universidad mariana",Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Prototipo de adquisición, procesamiento y caracterización de señales electromiográficas",Industrial,True,,,Colombia,2020,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático",No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,Baropodógrafo computarizado,Industrial,True,,,Colombia,2011,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Software para la determinación de morfología, concentración y movilidad de muestras de esperma",Industrial,True,,,Colombia,2012,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,"Desarrollo de un prototipo didáctico, automático y remoto para pruebas de choques elásticos en los laboratorios de física de la universidad mariana",Industrial,True,,,Colombia,2020,No Aplica,No Aplica,No Aplica
0000000555,DAGOBERTO MAYORCA TORRES,DAGOBERTO MAYORCA TORRES,Industrial,False,,,Colombia,2021,No Aplica,No Aplica,No Aplica
0000000680,"EFRAIN SOLARTE RODRIGUEZ, ALVARO CASAS BEDOYA",Laser de CO2,Industrial,True,,,Colombia,2005,CO2 Laser,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química","Aeronáutica y espacio, Actividades en el campo de las nanotecnologías y desarrollo de nanoproductos, Desarrollo de nuevos materiales"
0000000680,"EFRAIN SOLARTE RODRIGUEZ, ELENA MONTILLA ROSERO",Sistema optico de inyección de luz láser,Industrial,True,,,Colombia,2005,No Aplica,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Geografía Física","Aeronáutica y espacio, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000000680,"EFRAIN SOLARTE RODRIGUEZ, ELENA MONTILLA ROSERO, CARLOS AUGUSTO GALINDEZ JAMIOY, ALVARO EFRAIN BASTIDAS GUSTIN",Sistema óptico de recolección de señal LIDAR,Industrial,True,,,Colombia,2004,No Aplica,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas","Aeronáutica y espacio, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000000680,"EFRAIN SOLARTE RODRIGUEZ, LORENA LOPEZ VANEGAS","Sistema de iluminación con diodos emisores de luz de lata intensidad, para aplicaciones en óptica y fotoquímica",Industrial,True,,,Colombia,2002,Light Molecule interactions,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias Biológicas;Biofísica","Desarrollo de nuevos materiales, Fabricación de equipos de instrumentación médico"
0000000680,"EFRAIN SOLARTE RODRIGUEZ, EVAL JOSE MARIA BACA MIRANDA, ALVARO EFRAIN BASTIDAS GUSTIN",Construcción de un Sistema telescópico para estudios atmosféricos,Industrial,True,,,Colombia,1996,No Aplica,"Ciencias Naturales;Ciencias de la Tierra y Medioambientales;Meteorología y Ciencias Atmosféricas, Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química","Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible."
0000000680,"EFRAIN SOLARTE RODRIGUEZ, VOLKER HERMANN",Fuente de iones de plasma,Industrial,True,,,Colombia,1977,Ion Sources;Plasma,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química, Ciencias Naturales;Ciencias Físicas;Física de Plasmas y Fluídos",Otros sectores
0000000680,"EFRAIN SOLARTE RODRIGUEZ, PAULO OROZCO DIAZ, LOIZA ANN",Laser de CO2 de baja potencia,Industrial,True,,,Colombia,1989,No Aplica,"Ciencias Naturales;Ciencias Físicas;Física atómica, Molecular y Química","Desarrollo de nuevos materiales, Fabricación de máquinas, aparatos y materialies eléctricos"
0000000680,"EFRAIN SOLARTE RODRIGUEZ, JOSE OSCAR GUTIERREZ MONTES",Sistema de iluminación coherente para cultivos celulares,Industrial,True,,,Colombia,2017,Biophotonics;Cell Differentiation;LED lighting;Laser cellular effects;Low Power Laser Irradiation,No Aplica,Salud humana
0000000680,"ALDEMAR REYES TRUJILLO, EFRAIN SOLARTE RODRIGUEZ, CARLOS AUGUSTO GALINDEZ JAMIOY, OTTO VERGARA",Sistema de reflectancia difusa para diagnóstico en agricultura de precisión,Industrial,True,,,Colombia,2017,No Aplica,No Aplica,No Aplica
0000012904,"RAFAEL RENGIFO PRADO, RODRIGO ALBERTO CERON MARTINEZ, EDUARDO ROJAS PINEDA, ADOLFO PLAZAS TENORIO",CTD: Concentrador Telefónico Digital. Prototipo Preindustrial,Industrial,True,,,Colombia,1992,telefonía;Sistemas de Conmutación;Sistema de Tiempo Real;ingeniería de software;desarrollo software,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación","Administración pública, defensa y seguridad social"
0000012904,"ADOLFO PLAZAS TENORIO, RAFAEL RENGIFO PRADO, RODRIGO ALBERTO CERON MARTINEZ, EDUARDO ROJAS PINEDA, CARLOS ARTURO LEON ROA",CTD: Concentrador Telefónico Digital. Prototipo Industrial,Industrial,True,,,Colombia,1994,telefonía;Sistemas de Conmutación;Sistemas de Tiempo Real;ingeniería de software;DESARROLLO DE SOFTWARE,"Ciencias Sociales;Ciencias Políticas;Administración Pública, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0000012904,"ADOLFO PLAZAS TENORIO, CARLOS ARTURO LEON ROA, EDGAR RENDON GALLON, ALVARO RENDON GALLON",CCVP-Sistema de Conteo y Clasificación Vehicular para Peajes,Industrial,True,Antares Tecnología. Equipo CCVP4 y CCVP8,,Colombia,1994,Sistemas de Transporte Inteligentes;Instrumentación de Carreteras;Contro de Recaudo de Peajes,"Ciencias Sociales;Ciencias Políticas;Administración Pública, Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación","Administración pública, defensa y seguridad social"
0000542172,"CARLOS HERNAN TOBAR ARTEAGA, CLAUDIA MILENA HERNANDEZ BONILLA",Sistema de seguridad inteligente,Industrial,True,,,Colombia,2001,Sistema de seguridad;Microcontrolador,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Fabricación de equipos de informática y máquinas para oficinas, Fabricación de material electrónico y de aparatos y equipos de comunicación"
0000542172,CARLOS HERNAN TOBAR ARTEAGA,Central Telefónica basada en Java,Industrial,True,,,Colombia,2003,Central telefónica;Java;Protocolo SIP,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Desarrollo de programas (software) y prestación de servicios en informática, Fabricación de equipos de informática y máquinas para oficinas, Fabricación de material electrónico y de aparatos y equipos de comunicación"
0001366437,LEANDRO FLOREZ ARISTIZABAL,BLUELIGHT,Industrial,False,,,Colombia,2009,No Aplica,No Aplica,No Aplica
0001366437,LEANDRO FLOREZ ARISTIZABAL,Control de luces a distancia,Industrial,False,,,Colombia,2007,No Aplica,No Aplica,No Aplica
0000254142,ULISES HERNANDEZ PINO,Servidor Portable de ieRed,Industrial,True,,,Colombia,2014,Gestión Escolar;Herramienta de Conectividad;MEC - Material Educativo Computarizado;Open Educational Resources - OER;Recursos Educativos Abiertos - REA;Redes de Conocimiento;Servidor Portable;Software Libre;TIC en Educación;Uso del Computador en el Aula;Uso pedagógico de Dispositivos Móviles;e-Learning,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000542890,VICTOR ALBERTO HERMIDA QUINTERO,Central Telefónica basada en Java,Industrial,False,,,Colombia,2003,Central telefónica;PCM;SIP,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Fabricación de material electrónico y de aparatos y equipos de comunicación, Desarrollo de programas (software) y prestación de servicios en informática"
0000542890,"VICTOR ALBERTO HERMIDA QUINTERO, WILLIAN JAMES RODRIGUEZ ORTIZ, YINETH SOFIA SOLARTE MUNOZ",Control de Periféricos mediante el Protocolo ATAPI,Industrial,False,,,Colombia,2001,Protocolo ATAPI;Unidad extraible,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000542890,"VICTOR ALBERTO HERMIDA QUINTERO, WILLIAN JAMES RODRIGUEZ ORTIZ, CAMILO ERNESTO BOLANOS GUERRERO",Estación de Control Metereológico,Industrial,False,,,Colombia,2002,Estación de control;Variables metereológicas;Enlace de radiofrecuencia,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Desarrollo de programas (software) y prestación de servicios en informática, Fabricación de material electrónico y de aparatos y equipos de comunicación"
0000542890,"VICTOR ALBERTO HERMIDA QUINTERO, JOSE MILCIADES ORDONEZ ARGOTE",Dispositivo de Control de Carga Vía Telefónica,Industrial,False,,,Colombia,2001,Control de carga;Línea telefónica;Microcontrolador,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000012890,"ALVARO RENDON GALLON, JAIME BADOS ERASO, HERNANDO OSPINA GALLEGO",RPA-84: Control de Centrales AGF por Programa Almacenado,Industrial,True,,,Colombia,1984,Sistemas de Conmutación;Control por Programa Almacenado;Sistema de Tiempo Real,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000012890,"ALVARO RENDON GALLON, RAFAEL RENGIFO PRADO, ADOLFO PLAZAS TENORIO, EDUARDO ROJAS PINEDA, RODRIGO ALBERTO CERON MARTINEZ",Concentrador para 384 abonados telefónicos. Fase 1,Industrial,False,,,Colombia,1991,ingeniería de software;telefonía;Sistemas de Conmutación;Sistema de Tiempo Real,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Administración pública, defensa y seguridad social"
0001422434,ANGELA MARIA VARGAS ARCILA,EduTVA - Herramienta de marcación de contenidos educativos de televisión por medio del esquema de metadatos EduTVA,Servicios,True,,,Colombia,2014,No Aplica,No Aplica,No Aplica
0000012912,"CARLOS ENRIQUE SERRANO CASTANO, EDUARDO ROJAS PINEDA, JOSE FERNAN MARTINEZ ORTEGA, IVAN HERNANDEZ DELGADO, RODRIGO ALBERTO CERON MARTINEZ, FABIO ERNESTO TRUJILLO CERON",Control Electrónico de Armarios para la Red Telefónica,Industrial,True,SIGAR (Sistema de Gestión de Armarios y Red externa). Ver http://www.insitel.com/insitel/productos.htm,,Colombia,1996,Armarios telefónicos;Sistemas de Conmutación;Sistema de Tiempo Real;ingeniería de software;Sistema distribuido,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Administración pública, defensa y seguridad social"
0001239368,CRISTHIAN NICOLAS FIGUEROA MARTINEZ,GRID DTN y un CLUSTER ubicados en dos capas diferentes para la distribución de servicios educativos utilizados en el entoro CPE (Computadores para Educar) - Unicauca,Servicios,True,,,Colombia,2008,No Aplica,No Aplica,No Aplica
0000474738,"EDUARDO ROJAS PINEDA, IVAN HERNANDEZ DELGADO, RODRIGO ALBERTO CERON MARTINEZ, FABIO ERNESTO TRUJILLO CERON, CARLOS ENRIQUE SERRANO CASTANO, JOSE FERNAN MARTINEZ ORTEGA",Control Electrónico de Armarios para la Red Telefónica,Industrial,True,SIGAR (Sistema de Gestión de Armarios y Red externa). Ver http://www.insitel.com/insitel/productos.htm,,Colombia,1996,Armarios telefónicos;Sistemas de Conmutación;Sistema de Tiempo Real;ingenieria de software;Sistema distribuido,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000474738,"ALVARO RENDON GALLON, ADOLFO PLAZAS TENORIO, EDUARDO ROJAS PINEDA, RODRIGO ALBERTO CERON MARTINEZ, RAFAEL RENGIFO PRADO",Concentrador para 384 abonados telefónicos. Fase 1,Industrial,True,,,Colombia,1991,ingenieria de software;Sistema de Tiempo Real;Sistemas de Conmutación;Telefonía,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000474738,"CARLOS ENRIQUE SERRANO CASTANO, EDUARDO ROJAS PINEDA",Identificador de Abonados A para centrales AGF-Ericsson Electromecánicas,Industrial,True,,,Colombia,1984,Identificador de abonados;Industria de telecomunicaciones;Desarrollo de Sistemas Telemáticos,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones",Fabricación de material electrónico y de aparatos y equipos de comunicación
0001519048,EMMANUEL GERARDO LASSO SAMBONY,STADINC - modelo para pronóstico de Roya,Servicios,True,,,Costa Rica,2020,No Aplica,No Aplica,No Aplica
0000948845,"LISETH VIVIANA CAMPO ARCOS, FERNANDO APARICIO URBANO MOLANO",Sistema de Alerta Temprana en el contexto del Internet de Objetos (IoT) para el nivel y caudal de un río,Industrial,True,,,Colombia,2014,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones","Agricultura, pecuaria, silvicultura, explotación forestal"
0000948845,FERNANDO APARICIO URBANO MOLANO,Red de Sensores Inalámbricos para la monitorización de un cultivo de café,Industrial,True,,,Colombia,2012,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones","Agricultura, pecuaria, silvicultura, explotación forestal"
0000948845,"LISETH VIVIANA CAMPO ARCOS, FERNANDO APARICIO URBANO MOLANO",Red de sensores inalámbricos para la gestión de información en tiempo real de indicadores críticos de calidad física y química del agua para el cultivo de la trucha,Industrial,True,,,Colombia,2014,No Aplica,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones","Agricultura, pecuaria, silvicultura, explotación forestal"
0000948845,FERNANDO APARICIO URBANO MOLANO,Sistema de medición de nivel de agua en estanques mediante ultrasonido,Industrial,True,,,Colombia,2010,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ingeniería y Tecnología;Ingeniería Civil;Ingeniería Civil","Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas, Desarrollo Urbano, Fabricación de material electrónico y de aparatos y equipos de comunicación"
0000948845,FERNANDO APARICIO URBANO MOLANO,Coprocesador para la multiplicación en curvas elípticas usando bases normales óptimas sobre GF(2^233),Industrial,True,,,Colombia,2012,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000948845,FERNANDO APARICIO URBANO MOLANO,Unidad de medición inercial para el modelado de vehículos aéreos no tripulados,Industrial,True,,,Colombia,2004,No Aplica,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Robótica y Control Automático, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones","Aeronáutica y espacio, Educación"
0000948845,"FERNANDO APARICIO URBANO MOLANO, LISETH VIVIANA CAMPO ARCOS",Red de Sensores Inalámbricos para la monitorización del nivel de agua en un río,Industrial,True,,,Colombia,2015,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones","Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas, Desarrollo rural, Fabricación de material electrónico y de aparatos y equipos de comunicación"
0000948845,FERNANDO APARICIO URBANO MOLANO,Coprocesador SHAKE128 para la generación de bits pseudo-aleatorios y generación de claves basado en el estándar SHA-3 (FIPS-202),Industrial,True,,,Colombia,2020,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Hardware y Arquitectura de Computadores, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Telecomunicaciones, Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000381250,FULVIO YESID VIVAS CANTERO,Programador de microcontroladores Motorola HC08,Industrial,False,,,Colombia,2003,Microcontroladores,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Fabricación de material electrónico y de aparatos y equipos de comunicación
0000013056,"MARIO MUNOZ ORGANERO, CARLOS DELGADO KLOOS, ANGELA CHANTRE ASTAIZA, GUSTAVO ADOLFO RAMIREZ GONZALEZ",NFC Interactive Panel,Industrial,True,NFC Interactive Panel,,España,2008,NFC;RFID;Internet de Objetos;mobile learning;Aprendizaje Colaborativo;Comercio Electrónico;Gestion Tecnologica;E Learning;Turismo,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Economía y Negocios;Negocios y Management",Desarrollo de programas (software) y prestación de servicios en informática
0000013056,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, ANDRES CASTRILLON, ANGELA CHANTRE ASTAIZA, JAVIER ALEXANDER HURTADO HUACA",Sistema Piloto de Trazabilidad Turística,Industrial,True,,Convenio de Cooperación Interinstitucional No 10912010 celebrado entre la Gobernación del Cauca y la Universidad del Cauca ,Colombia,2011,Ambientes de Desarrollo;Aplicaciones web;Arquitecturas;Bases de datos;Integración de Sistemas;Servicios Web;Turismo;Telematica;trazabilidad,"Ciencias Sociales;Economía y Negocios;Economía, Ciencias Sociales;Economía y Negocios;Negocios y Management",Desarrollo de programas (software) y prestación de servicios en informática
0000012955,"IVAN EDUARDO HERNANDEZ DELGADO, CARLOS ENRIQUE SERRANO CASTANO, EDUARDO ROJAS PINEDA, JOSE FERNAN MARTINEZ ORTEGA, RODRIGO ALBERTO CERON MARTINEZ, FABIO ERNESTO TRUJILLO CERON",Control Electrónico de Armarios para la Red Telef,Industrial,False,,,Colombia,1996,desarrollo software;ingeniería de software;telefonía;Sistemas de Conmutación;Sistema de Tiempo Real,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Administración pública, defensa y seguridad social"
0000012955,IVAN EDUARDO HERNANDEZ DELGADO,SMART-900 Plataforma para la Prestacion de Servicios de Red Inteligente,Servicios,True,SMART-900 Plataforma para la Prestacion de Servicios de Red Inteligente,,Colombia,2002,Redes Inteligentes;Servicios Avanzados de Telecomunicaciones;Sistemas de Conmutación;Telemática,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación",Fabricación de material electrónico y de aparatos y equipos de comunicación
