idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,plataforma,ambiente,palabras,areas,sectores
0001592961,HELMER PAZ OROZCO,Sistema de visión y nivel de tapa,Computacional,False,Sistema de visión y nivel de tapa,,Colombia,2019,,,No Aplica,No Aplica,No Aplica
0001542488,JULIAN FELIPE LATORRE OCHOA,Sistema de Inventarios Móvil mediante RFID - SIMORFID,Computacional,False,,,Colombia,2019,Android,,No Aplica,No Aplica,No Aplica
0001542488,JULIAN FELIPE LATORRE OCHOA,SGR,Computacional,False,Sistema de Gestión de Reclamaciones - EVALUACIÓN DE COMPETENCIAS Ascenso o Reubicación Salarial 2013,MEN198,Colombia,2013,,,No Aplica,No Aplica,No Aplica
0000594504,"JULIAN ORLANDO YEPES MARTINEZ, CESAR AUGUSTO VILORIA NUNEZ",videojuego tipo trivia/quiz para estudio en asignaturas de ingeniería,Computacional,False,videojuego tipo trivia/quiz para estudio en asignaturas de ingeniería,CEDU-2018-03,Colombia,2018,Unity,,No Aplica,No Aplica,No Aplica
0001363087,LUZ ADRIANA PLAZAS PEMBERTHY,Rust Detection,Multimedia,False,Rust Detection Software,56057,Colombia,2014,,,No Aplica,No Aplica,No Aplica
0001363087,"LUZ ADRIANA PLAZAS PEMBERTHY, CARLOS AUGUSTO ANDRADE ERASO, ALVARO PRADA VELASQUEZ",MONITOREO DE PARAMETROS EN TIEMPO REAL CON CONEXIÓN REMOTO A LA NUBE Y PROTECCIÓN DE USUARIOS,Computacional,True,safewireless monitor,5219974,Colombia,2018,El software está implementado en la plataforma http://safewirelessmonitor.com:8000/,,calidad de agua;monitoreo;Wireless,Ingeniería y Tecnología;Ingeniería Ambiental;Sensores Remotos,No Aplica
0001341048,NELSON EMILIO PAZ RUIZ,MEDIMEC,Computacional,False,MEDIMEC,,Colombia,2018,,,No Aplica,No Aplica,No Aplica
0001354957,"SAUL EDUARDO RUIZ SARZOSA, VICTORIA EUGENIA PATINO ARENAS, JULIO EDUARDO MEJIA MANZANO, DAVID ARMANDO REVELO LUNA, DIANA JIMENA LOPEZ MESA",DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,Computacional,True,DESARROLLO DE UNA APLICACIÓN MÓVIL PARA CONTROL DEL PROTOTIPO PARA REHABILITACIÓN DE TOBILLO,,Colombia,2020,Arduino como elemento controlador de la parte de los actuadores,Inventor como plataforma de desarrollo de la aplicación,Sistemas Embebido;Fabricación Digital,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de equipos de instrumentación médico
0001354957,"VICTORIA EUGENIA PATINO ARENAS, JULIO EDUARDO MEJIA MANZANO, SAUL EDUARDO RUIZ SARZOSA, LAURA DANIELA ORDIEREZ ZUNIGA",SISTEMA DE CONTROL DE POSICIÓN PARA PROTOTIPO DE PRONO-SUPINACIÓN EN PACIENTES CON PROBLEMAS DE MIEMBRO SUPERIOR,Computacional,True,,,Colombia,2020,Arduino como elemento controlador de la parte de los actuadores,Arduino,Fabricación Digital;Sistemas Embebido,Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías,Fabricación de equipos de instrumentación médico
0000061395,CARLOS DAVID RODRIGUEZ FLOREZ,"El Hombre antiguo en el suroccidente colombiano, una historia de 12.000 años",Computacional,False,,,Colombia,2003,"Win 95,98,2000, NT, XP",Multiusuario,No Aplica,No Aplica,No Aplica
0000061395,"CARLOS DAVID RODRIGUEZ FLOREZ, ERNESTO LEON RODRIGUEZ FLOREZ","El Hombre antiguo en el suroccidente colombiano, una historia de 12.000 años",Multimedia,False,,,Colombia,2003,"Win 95,98,2000, NT, XP",Multiusuario,Arqueologia de Colombia;Antropologia biologica,Ciencias Sociales;Sociología;Antropología,"Administración pública, defensa y seguridad social"
0000011924,"ERNESTO LEON RODRIGUEZ FLOREZ, CARLOS DAVID RODRIGUEZ",OSMETRIKA - Software Forense para Identificación de Restos ÓSeoa Humanos,Computacional,False,OSMETRIKA - Software Forense para Análisis de Restos Óseos Humanos,,Colombia,2003,Windows,Winodws,Identificacion Humana,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Educación, Desarrollo de programas (software) y prestación de servicios en informática"
0000011924,"ERNESTO LEON RODRIGUEZ FLOREZ, CARLOS DAVID RODRIGUEZ",Yuty Online,Computacional,False,,,Colombia,2006,Windows,Windows,Video Juego;Software Educativo;Nuevas Tecnologias;Internet2;TIC´s,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Desarrollo de programas (software) y prestación de servicios en informática, Educación, Productos y servicios de recreación,culturales, artísticos y deportivos"
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,STOKA - Navegador de Contenidos,Computacional,False,,,Colombia,2005,Windows,Windows,Internet2;Redes IPv6;Software Educativo;Ciencia Basica;Nuevas Tecnologias;TIC´s,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Periodismo y Comunicaciones;Ciencias de la Información (Aspectos Sociales)",Desarrollo de programas (software) y prestación de servicios en informática
0000011924,"ERNESTO LEON RODRIGUEZ FLOREZ, CARLOS DAVID RODRIGUEZ",QUARS - Laboratorios de Fisica,Computacional,False,,,Colombia,2004,Windows,Windows,Software Educativo;Ciencia Basica;TIC´s;Nuevas Tecnologias,Ciencias Naturales;Ciencias Biológicas;Otras Biologías,Desarrollo de programas (software) y prestación de servicios en informática
0000011924,"ERNESTO LEON RODRIGUEZ FLOREZ, CARLOS DAVID RODRIGUEZ",TOOLS - Una Historia de 12.000 años,Computacional,False,,,Colombia,2003,Windows,Windows,Poblaciones Prehispánicas;Prehispanic pyramid;Sur Occidente Colombiano;Software Educativo,"Ciencias Sociales;Sociología;Antropología, Humanidades;Historia y Arqueología;Arqueología, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Desarrollo de programas (software) y prestación de servicios en informática
0000011924,"ERNESTO LEON RODRIGUEZ FLOREZ, CARLOS DAVID RODRIGUEZ",OsMetrika - Software Forense para el análisis de restos óseos humanos,Computacional,False,,,Colombia,2003,Windows,Windows,Morphological analisys;Identificacion Humana;Biología Esquelética Humana;Software Cientifico;Software Forense;TIC´s,"Ciencias Sociales;Sociología;Antropología, Ciencias Naturales;Ciencias Biológicas;Biología (Teórica, Matemática, Criobiología, Evolutiva), Ciencias Médicas y de la Salud;Medicina Clínica;Odontología, Cirugía Oral y Medicina Oral","Desarrollo de programas (software) y prestación de servicios en informática, Desarrollo de programas (software) y prestación de servicios en informática"
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,"Memorias digitales del III Congreso de Investigación en Salud, Ceere en lo Nuestro",Multimedia,False,,,Colombia,2000,Windows,Windows,Ciencia Basica;Nuevas Tecnologias,"Ciencias Naturales;Ciencias Biológicas;Otras Biologías, Ciencias Médicas y de la Salud;Medicina Clínica;Medicina General e Interna, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Salud humana, Educación"
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,"Memorias del IV Congreso de Investigación en Salud, Creer en lo Nuestro",Multimedia,False,,,Colombia,2001,Windows,Windows,Ciencia Basica;Nuevas Tecnologias;TIC´s,"Ciencias Naturales;Ciencias Biológicas;Otras Biologías, Ciencias Médicas y de la Salud;Medicina Clínica;Medicina General e Interna, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)","Salud humana, Educación"
0000011924,ERNESTO LEON RODRIGUEZ FLOREZ,Hacia la Construcción de Programas Integrales de Salud en las Comunidades Indígenas del Putumayo.,Multimedia,False,,,Colombia,2002,Windows,Windows,Ciencia Basica;Nuevas Tecnologias;TIC´s,"Ciencias Médicas y de la Salud;Medicina Clínica;Medicina General e Interna, Ciencias Sociales;Sociología;Antropología",Educación
0000167401,JAIME ANTONIO FAYAD HERRERA,Catedra Virtual Educaos,Otra,False,,,Colombia,2002,Instituto de Educación y Pedagogía,Original,Caos;Pedagogía;Comunidad;Virtual;Universidad,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ciencias Sociales;Periodismo y Comunicaciones;Ciencias de la Información (Aspectos Sociales)",Educación
0000013528,ANDRES JOSE CASTRILLON MUNOZ,"Aplicativo para el registro y despliegue del inventario de recursos turísticos del deparamento del Cauca según la metodología del Ministerio de Industria, Comercio y Turismo",Computacional,False,Inventario de productos turísticos del departamento del Cauca,,Colombia,2007,Excell,"Windows XP, Vista",No Aplica,No Aplica,No Aplica
0001357697,"GUSTAVO ADOLFO RAMIREZ GONZALEZ, CARLOS DELGADO KLOOS, MARIO MUNOZ ORGANERO, ANGELA ROCIO CHANTRE ASTAIZA",NFC Interactive Panel,Computacional,False,NFC Player,,Colombia,2009,Dispositivos Móviles NFC y PC,Dispositivos Móviles NFC y PC,Marketing;Marketing Móvil;Marketing Turístico;NFC;RFID;Turismo,"Ciencias Sociales;Economía y Negocios;Negocios y Management, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática
0001493543,GUSTAVO ADOLFO FUENTES DELGADO,Evaluación Docente FCCEA-DCho,Computacional,False,,,Colombia,2000,C++ y Excel,Windows,No Aplica,No Aplica,No Aplica
0001329936,"JUAN FERNANDO CASANOVA OLAYA, MARIA CRISTINA ORDONEZ DIAZ",FarmBrain,Computacional,True,FarmBrain,001-2020,Colombia,2020,Google Play,,No Aplica,"Ciencias Agrícolas;Agricultura, Silvicultura y Pesca;Agricultura, Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería Eléctrica y Electrónica","Agricultura, pecuaria, silvicultura, explotación forestal"
0000323446,NANCY JANNETH MOLANO TOBAR,analisis propioceptivo de miembro inferior,Computacional,False,,,Colombia,2008,excel,preestablecido,Propiocepción;Rehabilitacion deportiva;salud y calidad de vida,"Ciencias Médicas y de la Salud;Ciencias de la Salud;Ciencias del Deporte, Ciencias Médicas y de la Salud;Ciencias de la Salud;Salud Ocupacional",Salud humana
0000130468,ELIANA FERNANDEZ RENGIFO,Aplicación Móvil FACECA DIGITAL,Computacional,True,FACECA DIGITAL,Resolución 073,Colombia,2020,Play Store,Dispositivo Movil,Aplicación Movíl;M-learning;Herramientas Tecnológicas ;Gestión pedagógica,No Aplica,No Aplica
0000387614,"MIGUEL ANGEL MENDOZA MORENO, ARIEL ADOLFO RODRIGUEZ HERNANDEZ, ANDRES STEVEN BARRIOS MARTINEZ",RAEETIFICATE,Computacional,False,RAEETIFICATE,,Colombia,2021,Unity,Web,RAEE;Gamificación,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía), Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000387614,MIGUEL ANGEL MENDOZA MORENO,SISTEMA DE ATENCIÓN AL CLIENTE COMO MÓDULO ANEXO AL SAT (SISTEMA DE ADMINISTRACIÓN TELEFÓNICA) PARA LA EMPRESA NACIONAL DE TELECOMUNICACIONES - GERENCIA DEPARTAMENTAL DE BOYACÁ.,Computacional,False,,,Colombia,2000,Windows,GUI,Atención al Cliente;PQR,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000387614,"MIGUEL ANGEL MENDOZA MORENO, RENE ZAMIR PINZON NONTOA",CERCAD 1.0 PROGRAMA PARA LA DETERMINACIÓN DE LAS MAGNITUDES DE LAS FUERZAS EJERCIDAS POR LAS BARRAS Y APOYOS EMPLEADOS POR EL DISEÑADOR DE UNA ESTRUCTURA TIPO CERCHA,Computacional,False,,,Colombia,1997,Windows,GUI,Cerchas,"Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación, Ingeniería y Tecnología;Ingeniería Civil;Ingeniería Civil",Construcción civil
0000387614,"MIGUEL ANGEL MENDOZA MORENO, ANA MERCEDES MOLINA VARGAS",SISTEMA EXPERTO PARA EL TRATAMIENTO Y CONTROL DEL CULTIVO DE PAPA,Computacional,False,,,Colombia,1997,Dos/Windows,Visual-Linea de Comandos,Sistemas Expertos;Cultivo de Papa,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,"Agricultura, pecuaria, silvicultura, explotación forestal"
0000387614,MIGUEL ANGEL MENDOZA MORENO,TRATAMIENTO DE IMÁGENES DIGITALIZADAS- DETECCIÓN DE CONTORNOS Y APLICACIÓN DE FILTROS,Computacional,False,,,Colombia,1999,Windows,GUI,Tratamiento digital de imágenes,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000387614,"MIGUEL ANGEL MENDOZA MORENO, ANA MERCEDES MOLINA VARGAS",MATERIAL EDUCATIVO COMPUTARIZADO MEC PARA LA INDUCCIÓN AL SERVICIO BIBLIOTECARIO DE LA UNIVERSIDAD PEDAGÓGICA Y TECNOLÓGICA DE COLOMBIA,Multimedia,False,,,Colombia,1998,Windows,GUI,Servicio Bibliotecario;Inducción,Ciencias Naturales;Computación y Ciencias de la Información;Ciencias de la Computación,Desarrollo de programas (software) y prestación de servicios en informática
0000387614,"JOHN ALEXANDER AGUDELO ROJAS, MIGUEL ANGEL MENDOZA MORENO, GUSTAVO CACERES CASTELLANOS",RED SOCIAL PARA EGRESADOS DE LA UPTC,Computacional,True,RED SOCIAL PARA EGRESADOS DE LA UPTC,Sesión MTI 15_06062016,Colombia,2019,Cliente-Servidor,Web,Networking;Sistema web;Social graph,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000387614,"ALVARO RAMIRO HERNANDEZ MILLAN, LARRY MAURICIO PORTOCARRERO LOPEZ, MIGUEL ANGEL MENDOZA MORENO, ALEXANDER CASTRO ROMERO",TOOLKIT WEB PARA LA CLASIFICACIÓN DE IMÁGENES CON ALGORITMOS DE APRENDIZAJE DE MÁQUINA SUPERVISADOS,Computacional,True,TOOLKIT WEB PARA LA CLASIFICACIÓN DE IMÁGENES CON ALGORITMOS DE APRENDIZAJE DE MÁQUINA SUPERVISADOS,,Colombia,2018,Web (Cloud+ API+ Redes sociales),Web,Aprendizaje supervisado;Clasificación de Imágenes;Servicio web,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0000387614,"LARRY MAURICIO PORTOCARRERO LOPEZ, ALVARO RAMIRO HERNANDEZ MILLAN, MIGUEL ANGEL MENDOZA MORENO, ALEXANDER CASTRO ROMERO",TOOLKIT PIPELINES DE TRANSFORMACIÓN DE IMAGEN,Computacional,True,TOOLKIT PIPELINES DE TRANSFORMACIÓN DE IMAGEN,,Colombia,2018,"Python (Intertools, NumPy, Pillow, Python-tesseract), Tesseract- OCR de Google, Fuzzy Wuzzy, framework Flask",Web,Procesamiento Digital de Imágenes;Reconocimiento de Texto,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Desarrollo de programas (software) y prestación de servicios en informática
0000387614,"MIGUEL ANGEL MENDOZA MORENO, JUAN PABLO MENESES ORTEGON, MERY YOLIMA URIBE RIOS",METODOLOGÍA GROUPWARE PARA REDES SOCIALES DE APRENDIZAJE EN MALLAS COMPUTACIONALES,Computacional,False,Metodología Groupware,,Colombia,2009,Linux- Middleware Globus Toolkit- Sakai,Gráfico,No Aplica,No Aplica,No Aplica
0000533980,PAULA ANDREA MORA PEDREROS,Interactivo para el desarrollo de competencias para las pruebas de estado ICFES,Multimedia,False,,,Colombia,2007,Moodle,,No Aplica,No Aplica,No Aplica
0000533980,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO",Sistema mooc catedra de paz,Computacional,False,MOOC CATEDRA DE PAZ,6-81.2/0074,Colombia,2020,"EL SISTEMA MOOC CATEDRA DE PAZ, ES UNA PLATAFORMA TECNOLÓGICA SOPORTADA SOBRE SERVICIOS CLOUD, ES UNA PLATAFORMA EDUCATIVA PARA SOPORTAR EL CURSO ¿CATEDRA DE PAZ¿. FUNCIONALIDADES PARA GESTIONAR EL CURSO, MODULOS, LECCIONES, INSTRUCTORES, REGISTRO DE ESTUDIANTES, CREACIÓN DE EVALUACIONES, REALIZACIÓN DE EVALUACIÓNES, INTEGRACIÓN DE CONTENIDOS EXTERNOS COMO VIDEOS DESDE LA PLATAFORMA YOUTUBE, ARCHIVOS PDF, PRESENTACIONES SLIDESHARE. ADAPTADO PARA SU CORRECTA VISUALIZACIÓN EN DISPOSITIVOS MÓVIES","EL SISTEMA MOOC CATEDRA DE PAZ, ES UNA PLATAFORMA TECNOLÓGICA SOPORTADA SOBRE SERVICIOS CLOUD, ES UNA PLATAFORMA EDUCATIVA PARA SOPORTAR EL CURSO ¿CATEDRA DE PAZ¿. FUNCIONALIDADES PARA GESTIONAR EL CURSO, MODULOS, LECCIONES, INSTRUCTORES, REGISTRO DE ESTUDIANTES, CREACIÓN DE EVALUACIONES, REALIZACIÓN DE EVALUACIÓNES, INTEGRACIÓN DE CONTENIDOS EXTERNOS COMO VIDEOS DESDE LA PLATAFORMA YOUTUBE, ARCHIVOS PDF, PRESENTACIONES SLIDESHARE. ADAPTADO PARA SU CORRECTA VISUALIZACIÓN EN DISPOSITIVOS MÓVIES",CATEDRA DE PAZ;Educación;Gamificación;MOOC;Plataforma cloud movil,No Aplica,No Aplica
0000533980,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, GUSTAVO EDUARDO CONSTAIN MORENO, ANDRES FABIAN ARIAS NORENA",GaMotion,Computacional,True,GaMotion,6-81.2/018,Colombia,2020,"GAMOTION ES UNA PLATAFORMA TECNOLÓGICA WEB QUE PERMITE ORIENTAR, DELIMITAR Y EVIDENCIAR EL PERFIL EMOCIONAL A FIN DE ESTABLECER SUS HABILIDADES EMOCIONALES DESARROLLADAS DESDE LA PERSPECTIVA DE DANIEL GOLEMAN","GAMOTION ES UNA PLATAFORMA TECNOLÓGICA WEB QUE PERMITE ORIENTAR, DELIMITAR Y EVIDENCIAR EL PERFIL EMOCIONAL A FIN DE ESTABLECER SUS HABILIDADES EMOCIONALES DESARROLLADAS DESDE LA PERSPECTIVA DE DANIEL GOLEMAN",inteligencia emocional;Educación;Gamificación;Tecnología educativa,No Aplica,No Aplica
0000533980,"MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, GUSTAVO EDUARDO CONSTAIN MORENO, ANDRES FABIAN ARIAS NORENA",PLATAFORMA SOFTWARE OBSERVATORIO FILOSOFICO VIRTUAL,Computacional,False,OBSERVATORIO FILOSÓFICO VIRTUAL,6-81.2/007,Colombia,2020,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000158804,ANDRES FABIAN ARIAS NORENA,Sistema de información socioeconómica del Cauca TANGARA,Computacional,False,TANGARA,Contrato DC-SG-M- 065 de 2015,Colombia,2017,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000158804,ANDRES FABIAN ARIAS NORENA,Sistema de información web Mesa de ayuda-TAURUS,Otra,False,Mesa de ayuda-TAURUS,Contrato VN-005 de 2015,Colombia,2017,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000158804,ANDRES FABIAN ARIAS NORENA,Plataforma Kplace Marketplace,Multimedia,True,Kplace Marketplace,Contrato FA-007 de 2016,Colombia,2019,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000158804,"ANA MARIA MARIN MARTINEZ, ANDRES FABIAN ARIAS NORENA, CRISTIAN DAVID MUNOZ GUTIERREZ, RICARDO ANDRES ORDONEZ MARIN",Plataforma CertiAGRO,Multimedia,False,CertiAGRO,Contrato 089-2017,Colombia,2018,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",No Aplica
0000114733,"MANUEL JOSE SANTIAGO PAJAJOYO, PAULA ANDREA MORA PEDREROS, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO",GaMotion,Computacional,False,GaMotion,6-81.2/018,Colombia,2019,"GAMOTION ES UNA PLATAFORMA TECNOLÓGICA WEB QUE PERMITE ORIENTAR, DELIMITAR Y EVIDENCIAR EL PERFIL EMOCIONAL A FIN DE ESTABLECER SUS HABILIDADES EMOCIONALES DESARROLLADAS DESDE LA PERSPECTIVA DE DANIEL GOLEMAN","GAMOTION ES UNA PLATAFORMA TECNOLÓGICA WEB QUE PERMITE ORIENTAR, DELIMITAR Y EVIDENCIAR EL PERFIL EMOCIONAL A FIN DE ESTABLECER SUS HABILIDADES EMOCIONALES DESARROLLADAS DESDE LA PERSPECTIVA DE DANIEL GOLEMAN",No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Educación
0000114733,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO",PLATAFORMA SOFTWARE OBSERVATORIO FILOSÓFICO VIRTUAL,Computacional,False,OBSERVATORIO FILOSÓFICO VIRTUAL,6-81.2/007,Colombia,2020,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000114733,"PAULA ANDREA MORA PEDREROS, MANUEL JOSE SANTIAGO PAJAJOYO, ANDRES FABIAN ARIAS NORENA, GUSTAVO EDUARDO CONSTAIN MORENO",SISTEMA MOOC CÁTEDRA DE PAZ,Computacional,False,MOOC CÁTEDRA DE PAZ,6-81.2/0074,Colombia,2020,,,No Aplica,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000656402,"MARCO EMILIO BAUTISTA BUITRAGO, EDWAR RODRIGUEZ",MULTIMEDIA DE ANTROPOLOGIA,Multimedia,False,,,Colombia,2005,WINDOWS,MOODLE,DE DONDE VIENE EL HOMBRE?;QUE DICE EL HOMBRE ACERCA DEL SER HUMANO?;ES EL HOMBRE UN SER ESPIRITUAL?,"Ciencias Sociales;Sociología;Antropología, Humanidades;Otras Humanidades;Filosofía",Educación
0001344304,TANIA ISADORA MORA PEDREROS,Producto Multimedial Los Constructores del Arte en Nariño,Multimedia,False,,,Colombia,2001,,,No Aplica,No Aplica,No Aplica
0000896314,EDWARD JAVIER ORDONEZ,1,Computacional,False,,,Colombia,2019,12,312,No Aplica,No Aplica,No Aplica
0001506307,"YULI SIDNEY GARCES BOLANOS, RAMSES LOPEZ SANTAMARIA, ANGELICA MARIA ANICHIARICO GONZALEZ, JULIAN DAVID GUACHETA TORRES",semiautonomaapp,Computacional,False,semiautonomaapp,124,Colombia,2022,,,No Aplica,"Ingeniería y Tecnología;Ingenierías Eléctrica, Electrónica e Informática;Ingeniería de Sistemas y Comunicaciones",Educación
0000004900,INGRID SELENE TORRES ROJAS,EMOCIONES APP,Computacional,False,Conciencia App,0239 del 21 de diciembre de 2018,Colombia,2022,"Toda la arquitectura es de acceso gratuito, la aplicación web se desarrolla en PHP y se implementa en un servidor hostinger, la aplicación móvil se desarrolla para el sistema gratuito móvil android studio",Configuración mínima: Memoria RAM: 2GB CPU: Snapdragon 425 Versión de Android: 7.0 Resolución: 1280x80,M-Learning;Gamificación;Educación emocional;Primera infancia ;Aplicaciones móviles,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0000004900,"YULI SIDNEY GARCES BOLANOS, INGRID SELENE TORRES ROJAS",EmotionApp,Computacional,False,EmotionApp,0239 del 21 de diciembre de 2018,Colombia,2020,"Android Studio 3.3, Conexión a Internet con navegador",Diferentes colegios de la ciudad de Popayán,Primera infancia ;Educación emocional;Aplicaciones móviles,"Ingeniería y Tecnología;Otras Ingenierías y Tecnologías;Otras Ingenierías y Tecnologías, Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",Educación
0000004900,"INGRID SELENE TORRES ROJAS, YULI SIDNEY GARCES BOLANOS, DANIEL ANTONIO LEON BLANCO",REGULATIONAPP FI,Computacional,False,Regulation App,,Colombia,2022,"La arquitectura se desarrolla a través de software libre, aplicación movil android con base de datos sqlite y servidor hostinger con base de datos mysql",Configuración mínima: Memoria RAM: 2GB CPU: Snapdragon 425 Versión de android: 7.0 Resolución: 1280*800,Educación emocional;Primera infancia ;M-Learning;Gamificación;Regulación Emocional;Aplicaciones móviles,"Ciencias Sociales;Ciencias de la Educación;Educación General (Incluye Capacitación, Pedagogía)",No Aplica
0001015486,WILLIAM DARIO CHARA ORDONEZ,Sistema mooc catedra de paz,Computacional,False,MOOC CÁTEDRA DE PAZ,Resolución 0239 de 2018,Colombia,2020,"EL SISTEMA MOOC CÁTEDRA DE PAZ, ES UNA PLATAFORMA TECNOLÓGICA SOPORTADA SOBRE SERVICIOS CLOUD, ES UNA PLATAFORMA EDUCATIVA PARA SOPORTAR EL CURSO ¿CATEDRA DE PAZ¿. FUNCIONALIDADES PARA GESTIONAR EL CURSO, MODULOS, LECCIONES, INSTRUCTORES, REGISTRO DE ESTUDIANTES, CREACIÓN DE EVALUACIONES, REALIZACIÓN DE EVALUACIÓNES, INTEGRACIÓN DE CONTENIDOS EXTERNOS COMO VIDEOS DESDE LA PLATAFORMA YOUTUBE, ARCHIVOS PDF, PRESENTACIONES SLIDESHARE. ADAPTADO PARA SU CORRECTA VISUALIZACIÓN EN DISPOSITIVOS MÓVIES","EL SISTEMA MOOC CÁTEDRA DE PAZ, ES UNA PLATAFORMA TECNOLÓGICA SOPORTADA SOBRE SERVICIOS CLOUD, ES UNA PLATAFORMA EDUCATIVA PARA SOPORTAR EL CURSO ¿CATEDRA DE PAZ¿. FUNCIONALIDADES PARA GESTIONAR EL CURSO, MODULOS, LECCIONES, INSTRUCTORES, REGISTRO DE ESTUDIANTES, CREACIÓN DE EVALUACIONES, REALIZACIÓN DE EVALUACIÓNES, INTEGRACIÓN DE CONTENIDOS EXTERNOS COMO VIDEOS DESDE LA PLATAFORMA YOUTUBE, ARCHIVOS PDF, PRESENTACIONES SLIDESHARE. ADAPTADO PARA SU CORRECTA VISUALIZACIÓN EN DISPOSITIVOS MÓVIES",No Aplica,No Aplica,No Aplica
0000578134,REGINA VICTORIA PLAZA RIVERA,"Nombre: ""Modelo de Interacción para la Creación de Videojuegos sobre Redes Sociales de la Web 2.0. "" trabajo frealizado por H",Computacional,False,,,Colombia,2010,,,No Aplica,No Aplica,No Aplica
