idgruplac,verificado,tipo,nombre,lugar,fecha,isbn,editorial,autores
00000000015570,True,Libro resultado de investigación,Reasentamiento en la zona de amenaza volcánica alta del Volcán Galeras,Colombia,2018,978-958-732-338-2,Universidad del Cauca,VICKY MABEL DELGADO ZAMBRANO
00000000015570,True,Libro resultado de investigación,Imaginarios y agencimientos que configuran el consumo de alimentos en escolares,Colombia,2017,978-958-732-296-5,Editorial Unicauca,"ALEJANDRA MARIA RODRIGUEZ GUARIN, SALOMON RODRIGUEZ GUARIN"
00000000011867,True,Libro resultado de investigación,"La radio en Popayán: Pioneros, proselitistas y rebeldes",Colombia,2021,978-958-732-468-6,Editorial Universidad Del Cauca,GIEZZI LASSO AGREDO
00000000011867,True,Libro resultado de investigación,"Medios, Política y Sociedad. Aportes a una línea de investigación en comunicación social.",Colombia,2017,978-958-732-268-2,Universidad del Cauca,PIEDAD RUIZ ECHEVERRY
00000000011867,True,Libro resultado de investigación,Caja de herramientas y recursos digitales para periodistas,Colombia,2016,978-958-732-201-9,Editorial Universidad Del Cauca,GIEZZI LASSO AGREDO
00000000004638,True,Libro resultado de investigación,"Food Oligosaccharides: ¿Production, Analysis and Bioactivity¿",Colombia,2014,978-1-118-42649-4,Wiley-Blackwell,"FRANCISCO JAVIER MORENO ANDUJAR, MARIA LUZ SANZ MURIAS"
00000000004638,True,Libro resultado de investigación,Una solución de VoD con IPTV en ambientes OTT para comunidades académicas virtuales,Colombia,2017,978-958-732-284-2,Universidad del Cauca,"DIEGO DURAN, JOSE LUIS ARCINIEGAS HERRERA"
00000000000592,True,Libro resultado de investigación,Sistema integrado de producción con mora de castilla y sistema silvopastoril,Colombia,2018,978-958-732-328-3,Editorial Universidad Del Cauca,CONSUELO MONTES ROJAS
00000000000592,True,Libro resultado de investigación,LOS SISTEMAS AGROALIMENTARIOS LOCALIZADOS Rescate del patrimonio quesero en México,Colombia,2018,97895856724-3-7,Editorial Universidad Del Cauca,"JOSE FERNANDO GRASS RAMIREZ, FERNANDO CERVANTES ESCOTO, MARIA ISABEL PALACIOS RANGEL"
00000000004638,True,Libro resultado de investigación,Anales del Convento de Santa Cruz de la Popa de Cartagena de Indias (1606-2006),Colombia,2018,978-958-732-314-6,Editorial Universidad Del Cauca,"MAITE DEL PILAR RADA MENDOZA, JOSE LUIS ARCINIEGAS HERRERA"
00000000004638,True,Libro resultado de investigación,Polímeros: Generalidades y Tendencias de Investigación en Colombia,Colombia,2019,978-958-732-349-8,Editorial De La Universidad Del Cauca,"TANIA MILENA GUTIERREZ VALENCIA, DIANA MARIA CHITO TRUJILLO, GERMAN CUERVO OCHOA"
00000000002178,True,Libro resultado de investigación,Los itinerarios terapéuticos y la Eficacia Simbólica,Alemania,2011,9783845499741,EDITORIAL ACADEMICA ESPAÑOLA,HUGO PORTELA GUARIN
00000000002178,True,Libro resultado de investigación,"Historia de la Medicina en Colombia: Hacia una profesión liberal, 1865-1918.",Colombia,2010,9789584521644,Editoral Norma,HUGO PORTELA GUARIN
00000000000592,True,Libro resultado de investigación,"Etnosilvicultura, contribuciones sociales para el manejo de los bosques tropicales",Colombia,2014,978-958-732-146-3,Editorial Universidad Del Cauca,JUAN CARLOS VILLALBA MALAVER
00000000002192,True,Libro resultado de investigación,la fiesta una obligación. Artesanos intelectuales en la imaginación de otros mundos,Colombia,2014,978-958-732-147-0,Sello Editorial Universidad del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000009075,True,Libro resultado de investigación,la homoparentalidad como opción de familia Reflexión en torno a estudios de caso en Popayán -Colombia 2014,Colombia,2016,9-789587-322101,Editorial Universidad Del Cauca,BIBIANA EDIVEY CASTRO FRANCO
00000000009075,True,Libro resultado de investigación,COSECHANDO CALIDAD HUMANA-RELFEXIONES ACADÉMICAS EN CLAVE DE FORMACIÓN HUMANISTA,Colombia,2018,9789588474731,Editorial Bonaventuriana,"NICOLAS ALZATE MEJIA, DIANA ISABEL VELANDIA DIAZ"
00000000009075,True,Libro resultado de investigación,La felicidad en el Trabajo: Una tendencia contemporánea-Tendencias psicosociales de la Psicología Organizacional y del Trabajo,España,2019,978-620-0-33399-5,Editorial académica Española EAE,"DIANA ISABEL VELANDIA DIAZ, JULIA PATRICIA GOMEZ WAMBA, TERESA MARCELA BARBOSA LOFFSNER"
00000000009075,True,Libro resultado de investigación,Construcción de una cultura del riesgo bajo la mirada de la educación,Colombia,2019,978-958-8022-98-7,Universidad Catolica De Manizales,"MARIA ALEJANDRA CAICEDO BUCHELI, MAYERLY ZULAY RUIZ TORRES, MONICA ANDREA CASTILLO NAVIA"
00000000009075,True,Libro resultado de investigación,Inicio en el consumo de drogas en adolescentes: una comprension desde las funciones cognitivas y la intencionalidad,Colombia,2020,9789585583597,Editorial Universidad Santiago de Cali,"OSCAR ARMANDO ERAZO SANTANDER, JENNY NATALIA TORRES ZAMBRANO"
00000000008372,True,Libro resultado de investigación,"Narraciones contemporáneas de la guerra por la federación en el Cauca (1859-1863). Transcripción, estudio preeliminar y notas críticas",Colombia,2017,978-958-738-848-0,Editorial Universidad Del Rosario,LUIS ERVIN PRADO ARELLANO
00000000002175,True,Libro resultado de investigación,"CAFETEROS del Macizo Colombiano: re-creando historias en tiempos de crisis, corregimiento de El Paraíso (Sucre, Cauca)",Colombia,2015,978-958-732-189-0,Editorial Unicauca,JAIRO TOCANCIPA FALLA
00000000008372,True,Libro resultado de investigación,Diarios de las guerras de mediados de siglo en las provincias del Cauca,Colombia,2014,978-958-732-142-5,Universidad del Cauca,"DAVID FERNANDO PRADO VALENCIA, LUIS ERVIN PRADO ARELLANO"
00000000002178,True,Libro resultado de investigación,El Pensamiento De Las Aguas De Las Montañas,Colombia,2000,9589655890,Universidad del Cauca,HUGO PORTELA GUARIN
00000000002178,True,Libro resultado de investigación,Cultura De La Salud Páez,Colombia,2002,958-9475-35-3,Universidad del Cauca,HUGO PORTELA GUARIN
00000000002175,True,Libro resultado de investigación,"Memorias, Conocimientos Y Cambios En El Diseño Y Construcción De La Nasa Yat, Cauca, Colombia",Colombia,2013,978-958-46-3615-7,Colciencias,JAIRO TOCANCIPA FALLA
00000000008372,True,Libro resultado de investigación,Laureano López Y Joaquín Mosquera Recuerdos De Dos Payaneses Sobre La Guera De Independencia Y La Disolución De Colombia,Colombia,2012,978-958-8777-02-3,Division Editorial Y De Publicaciones Uis Universidad Industrial De Santander,"LUIS ERVIN PRADO ARELLANO, DAVID FERNANDO PRADO VALENCIA"
00000000002178,True,Libro resultado de investigación,Plan De Vida Siona,Colombia,2003,958-9475-56-6,Universidad del Cauca,"HUGO PORTELA GUARIN, TULIO ENRIQUE ROJAS CURIEUX"
00000000001014,True,Libro resultado de investigación,La Actividad Discursiva,España,2011,9788469419823,Universidad Autónoma de Barcelona,MARY EDITH MURILLO FERNANDEZ
00000000002178,True,Libro resultado de investigación,El itinerario de los saberes y practicas curativas y su eficacia simbólica : encuentro de saberes en la zona andina del Cauca en el Sur-Oeste Colombiano,Canadá,2006,04-94239-42-5,Universidad De Montreal,HUGO PORTELA GUARIN
00000000002178,True,Libro resultado de investigación,Nuestras Voces Sobre La Calidad De Vida El Bienestar Y La Felicidad,Colombia,2006,978-958-9451-15-1,Universidad del Cauca,"HUGO PORTELA GUARIN, ASTRID PERAFAN, WILLIAM MARTINEZ D"
00000000002178,True,Libro resultado de investigación,"La Epidemiología Intercultural. Argumentaciones, Requerimientos Y Propuestas",Colombia,2008,97-8958732-006-0,Editorial Universidad Del Cauca,HUGO PORTELA GUARIN
00000000002178,True,Libro resultado de investigación,Comunicación Para El Fortalecimiento Local. Exploración Y Análisis De Prácticas Cotidianas E Interculturales En El Sur Occidente Colombiano,Colombia,2009,9789587320299,Taller Editorial Universidad Del Cauca,"HUGO PORTELA GUARIN, ANA MARIA SOLARTE, CARLOS ENRIQUE CORREDOR, CARMEN ELENA MONTEALEGRE, FELIPE GARCIA QUINTERO, FRANCISCO JAVIER GOMEZ CAMPILLO, JOSE RAFAEL ROSERO MORALES, NELSON FREDY OSORIO, OSCAR EDUARDO POTES"
00000000002192,True,Libro resultado de investigación,la fiesta una obligación. Artesanos intelectuales en la imaginación de otros mundos,Colombia,2016,978-958-732-227-9,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000003369,True,Libro resultado de investigación,Dimensiones Pedagógicas Y Socioculturales De La Educación Indígena En El Nororinte Caucano,Colombia,1993,958-95617-0-5,Talleres Editoriales del Departamento del Cauca,"OLGA LUCIA SANABRIA DIAGO, MILTON COLLAZOS, WILLIAM GARCIA"
00000000010009,True,Libro resultado de investigación,Análisis digital de señales en espectrofotometría,Colombia,2014,978-958-732-139-5,Centro Internacional De Investigacion Y Desarrollo Educativo Cinde,"RUBIEL VARGAS CANAS, HUMBERTO LOAIZA CORREA"
00000000004806,True,Libro resultado de investigación,System architectures and ontologies applied to health information systems,Colombia,2019,978-958-732-362-7,Editorial Universidad Del Cauca,"GUSTAVO ANDRES URIBE GOMEZ, BERND BLOBEL, DIEGO MAURICIO LOPEZ GUTIERREZ"
00000000008152,True,Libro resultado de investigación,Phenolic compounds from Pinus bark,Letonia,2018,978-620-2-31565-4,Scholars' Press,"RICARDO BENITEZ BENITEZ, RODRIGO ANDRES SARRIA VILLA, JOSE ANTONIO GALLO CORREDOR"
00000000000095,True,Libro resultado de investigación,Fundamentos de epidemiología,Colombia,2019,978-958-732-357-3,Universidad del Cauca,MARIO FRANCISCO DELGADO NOGUERA
00000000008152,True,Libro resultado de investigación,Radicales en Química Orgánica,Colombia,2014,978-958-732-156-2,Sello Editorial Universidad del Cauca,JAIME MARTIN FRANCO
00000000016547,True,Libro resultado de investigación,"justicia, filosofía y multiculturalismo: un análisis desde la perspectiva de Luis Villoro.",Colombia,2014,978-958-732-158-6,Editorial Unicauca,EDWARD JAVIER ORDONEZ
00000000002192,True,Libro resultado de investigación,innovación social y saberes en dialogo,Colombia,2019,978-958-732-351-1,Editorial Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000015758,True,Libro resultado de investigación,APROXIMACIÓN BÁSICA A LA METODOLOGÍA DE INVESTIGACIÓN CUALITATIVA,Colombia,2019,978-958-56791-5-3,CORPORACIÓN UNIVERSITARIA UNICOMFACAUCA,"LEIDY CONSUELO TORRES COLLAZOS, JESUS GIOVANNI UZURIAGA CERON"
00000000002192,True,Libro resultado de investigación,diversidad epistemica y pensamiento crítico,Colombia,2019,978-958-732-359-7,Editorial De La Universidad Del Cauca,BERNARDO JAVIER TOBAR QUITIAQUEZ
00000000015758,True,Libro resultado de investigación,LA DIMENSION HUMANISTICA EN LA FORMACION CONTABLE,Colombia,2015,978-958-99756-4-0,CORPORACION UNIVERSITARIA UNICOMFACAUCA,MARIA FERNANDA PERALTA GOYES
00000000007141,True,Libro resultado de investigación,DIVERSIDAD Y JUSTICIA SOCIAL. LA CIUDADANÍA MATERIALMENTE DIFERENCIADA,Colombia,2014,978-958-57243-3-4,SAMAVA,"ARISTIDES OBANDO CABEZAS, JUAN DE DIOS GONZALES IBARRA"
00000000002184,True,Libro resultado de investigación,RE-PENSANDO LA FORMACIÓN DE MAESTROS. UNA MIRADA DESDE LA EDUCACIÓN POPULAR,Colombia,2014,978-958-732-140-1,Sello Editorial Universidad del Cauca,"ROBERT ALFREDO EUSCATEGUI PACHON, STELLA PINO SALAMANCA"
00000000007141,True,Libro resultado de investigación,Del Derecho A La Justicia En La Filosofia Política Contemporánea,México,2012,9786077771647,Universidad Autonoma Del Estado De Morelos,ARISTIDES OBANDO CABEZAS
00000000008153,True,Libro resultado de investigación,Tras las Huellas de la Catalisis,Colombia,2015,9-789587-321722,Editorial Unicauca,ALFONSO ENRIQUE RAMIREZ SANABRIA
00000000002184,True,Libro resultado de investigación,TRANSITANDO LOS HILOS DEL TEJIDO EDUCATIVO EN LA EDUCACIÓN VIRTUAL. UNA MIRADA DESDE A EDUCACIÓN POPULAR,Colombia,2015,978-958-732-167-8,Sello Editorial Universidad del Cauca,"ROBERT ALFREDO EUSCATEGUI PACHON, STELLA PINO SALAMANCA"
00000000002184,True,Libro resultado de investigación,EXPEDICIÓN POR LA PRIMERA INFANCIA. UN VIAJE POR EL MUNDO MARAVILLOSO DE LA NIÑEZ,Colombia,2016,978-958-732-230-9,Editorial Universidad Del Cauca,"STELLA PINO SALAMANCA, ROBERT ALFREDO EUSCATEGUI PACHON"
00000000008153,True,Libro resultado de investigación,QUIMICA INORGANICA GENERAL,Colombia,2015,9789587321715,Editorial Universidad Del Cauca,LUIS ALFONSO VARGAS JIMENEZ
00000000002184,True,Libro resultado de investigación,"El proceso en red, construyendo caminos de paz.",Colombia,2019,978-958-9022-21-4,Gamar Editores,"RODRIGO SOLARTE, STELLA PINO SALAMANCA"
00000000002184,True,Libro resultado de investigación,Construcción De Cuerpo De Mujer Víctimas De Violencia Intrafamiliar.,España,2020,978-620-0-41887-6,EDITORIAL ACADEMICA ESPAÑOLA,"LADY YOLIMA GOMEZ CHAVEZ, GERARDO JIMENEZ LOPEZ"
00000000004806,True,Libro resultado de investigación,Reflexiones Sobre la Salvaguardia de las procesiones de Semana Santa Popayán(Colombia) y Andalucia (España),Colombia,2019,978-958-722-373-6,Editorial Universidad Tecnológica de Pereira,"LILIANA VARGAS AGREDO, CLARA LUCIA BURBANO GONZALEZ"
00000000004806,True,Libro resultado de investigación,Gobierno de las tecnologías de la información (TI) en instituciones de educación superior caso unicomfacauca,Colombia,2018,978-958-732-340-5,Editorial Universidad Del Cauca,"ANTONIO FERNANDEZ MARTINEZ, ALEX ARMANDO TORRES BERMUDEZ"
00000000003369,True,Libro resultado de investigación,El Maestro De La Zona Indígena. Una Aproximación Tipológica De La Región Caucana,Colombia,1994,958-95617-2-1,Editorial Universidad Del Cauca,"OLGA LUCIA SANABRIA DIAGO, WILLIAM GARCIA"
00000000004806,True,Libro resultado de investigación,"Tecnologias del Aprendizaje y conocimiento (TAC), Ecologias del Aprendizaje, en la actual sociedad en Red; competencias Tecno pedagogicas en Educacion",España,2017,978-3-639-84247-0,Editorial Académica Española,"CLARA LUCIA BURBANO GONZALEZ, CRISTIAN BARRIA HUIDOBRO, DIANA CAROLINA BURBANO GONZALEZ"
00000000002192,True,Libro resultado de investigación,Para resignificar la vida. Un camino hacia la paz,Colombia,2017,978-958-57871-3-1,Fundación Tierra de Paz,"ISABEL CRISTINA RIVERA LOZADA, ADDIS RAUL COLLAZOS ARDILA, YOHANA ALARCON VALDES"
00000000003369,True,Libro resultado de investigación,Plantas Comestibles De Tierradentro ,Colombia,2000,958-96052-7-3,Graficas Rey,OLGA LUCIA SANABRIA DIAGO
00000000012484,True,Libro resultado de investigación,"La Cultura del Emprendimiento en Popayán, experiencias y aprendizajes",Colombia,2020,978-958-722-447-4,Editorial Universidad Tecnológica de Pereira,"DIANA XIMENA SANCHEZ TROCHEZ, FELIPE ACOSTA ORTEGA, LAURA BEATRIZ POTES ORDONEZ, GABRIEL DE LA TORRE SOLARTE"
00000000003369,True,Libro resultado de investigación,"Manejo Vegetal En Agrosistemas Tradicionales De Tierradentro, Cauca, Colombia",Colombia,2001,958-9475-20-5,Universidad del Cauca,OLGA LUCIA SANABRIA DIAGO
00000000016547,True,Libro resultado de investigación,Construcción de Paz y Convivencia: Investigaciones y reflexiones desde la psicología,Colombia,2020,9789585147669,EDITORIAL USC,EDWARD JAVIER ORDONEZ
00000000016547,True,Libro resultado de investigación,Salud y educación: horizontes y retos investigativos contemporáneos,Colombia,2020,978-958-5147-22-5,EDITORIAL USC,"KAROL SUSANA VELASCO VARGAS, EDWARD JAVIER ORDONEZ"
00000000016547,True,Libro resultado de investigación,Redes de solidaridad y organizaciones en contextos de diversidad,Brasil,2020,978-65-87396-20-0,Editora Artemis,"WILSON NOE GARCES AGUILAR, LINA JULIANA ROBAYO CORAL"
00000000002192,True,Libro resultado de investigación,"Disoñando la vida. Comunidad Global - Naturaleza. Modelo de educación formal, especial y flexible básica secundaria y media",Colombia,2017,978-958-57871-6-2,Fundación Tierra de Paz,ISABEL CRISTINA RIVERA LOZADA
00000000003369,True,Libro resultado de investigación,Conozcamos El Frijol Cacha: Recurso Vegetal Sustento De Vida,Colombia,2009,978-958-44-5727-1,Copidel,"OLGA LUCIA SANABRIA DIAGO, LUIS ANTONIO ROSAS, YORDI WERLEY POLINDARA MONCAYO, CARLOS HERNANDO NAVIA IMBACHI"
00000000016547,True,Libro resultado de investigación,Reflexiones y experiencias de la psicología en contextos de asistencia médica. Un análisis desde la psicología social de la salud,Colombia,2020,978-958-5522-81-7,EDITORIAL USC,"LUCELY OBANDO CABEZAS, EDWARD JAVIER ORDONEZ"
00000000002192,True,Libro resultado de investigación,Disoñando la vida. Comunidad Glocal - Naturaleza,Colombia,2017,978-958-57871-7-9,Fundación Tierra de Paz,"ADDIS RAUL COLLAZOS ARDILA, ISABEL CRISTINA RIVERA LOZADA, YOHANA ALARCON VALDES"
00000000016547,True,Libro resultado de investigación,Antología del Pensamiento Social en Colombia (Impreso),Colombia,2018,978-958-8920-80-1,EDITORIAL USC,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO"
00000000016547,True,Libro resultado de investigación,Antología del Pensamiento Social en Colombia (Virtual),Colombia,2018,978-958-8920-81-8,EDITORIAL USC,"EDWARD JAVIER ORDONEZ, ALEXANDER LUNA NIETO"
00000000002936,True,Libro resultado de investigación,Discapacidad e inclusión en la Educación Universitaria-e,Colombia,2018,9789585522442,Editorial Universidad Santiago de Cali,"MARIA FERNANDA GONZALEZ OSORIO, KAROL SUSANA VELASCO VARGAS"
00000000002192,True,Libro resultado de investigación,Disoñando la vida. Comunidad Local - Naturaleza,Colombia,2017,978-958-57871-5-5,Fundación Tierra de Paz,ISABEL CRISTINA RIVERA LOZADA
00000000003369,True,Libro resultado de investigación,"Valoración Del Conocimiento, Uso, Manejo Y Prácticas De Conservación De La Diversidad De Recursos Forestales No Maderables En Diferentes Ambientes Socioculturales De La Region Del Pacífico Colombiano",Colombia,2013,9789589900925,Universidad De Narino,"OLGA LUCIA SANABRIA DIAGO, COLECTIVO DE TRABAJO, DIEGO MACIAS PINTO, ERNESTO HERNANDEZ, GIOVANNI VARONA"
00000000016547,True,Libro resultado de investigación,Impacto en procesos de resocialización con población carcelaria,Colombia,2017,978-958-8994-47-5,Universidad Autonoma de Occidente,"JUAN DIEGO CASTRILLON CORDOVEZ, ALICIA DEL CARMEN TORRES DE BAUTISTA"
00000000016547,True,Libro resultado de investigación,Hacia una nueva metodologia del ser,Colombia,2016,978-958-8920-17-7,Usc Universidad Santiago De Cali Editorial,"EDWARD JAVIER ORDONEZ, CAMILIA GOMEZ COTTA, JOHN ALEXIS RENGIFO CARPINTERO, LORENA CALAPSU CASTILLO"
00000000004650,True,Libro resultado de investigación,Masaje Deportivo y su aplicación en la flexibilidad,España,2017,978-3-639-79125-9,ECSC-EC-EAEC,NANCY JANNETH MOLANO TOBAR
00000000016547,True,Libro resultado de investigación,HEIDEGGER Y LA HISTORIA,Alemania,2016,978-3-8416-8174-4,PUBLICIA,ALEXANDER LUNA NIETO
00000000008372,True,Libro resultado de investigación,Reflexiones sobre las memorias,Colombia,2020,978-958-48-9365-9,Ediciones Antropos,EDGAR DE JESUS VELASQUEZ RIVERA
00000000002175,True,Libro resultado de investigación,Antropología en Colombia tendencias y debates,Colombia,2016,978-958-732-220-0,Editorial Unicauca,"JAIRO TOCANCIPA FALLA, ASTRID LORENA PERAFAN LEDEZMA, BEATRIZ NATES CRUZ, CRISTOBAL GNECCO VALENCIA, DARIO ALBERTO BLANCO ARBOLEDA, EDUARDO RESTREPO, ELIAS SEVILLA CASAS, ELIZABETH TABARES TRUJILLO, GERMAN ANDRES MORIONES POLANIA, HERINALDY GOMEZ, JANETH ALEXANDRA CABRERA BRAVO, JUAN CARLOS PINACUE ACHICUE, LUCIA EUFEMIA MENESES, MARGARITA SERJE DE LA OSSA, WALTER JULIAN QUINCHOA CAJAS, WILLIAM ANDRES MARTINEZ DUENAS"
00000000003625,True,Libro resultado de investigación,Relación Universidad Empresa Estado: Una Dinámica De Participación Y Construcción Colectiva En El Cauca,Colombia,2010,978-958-732-049-7,Ediorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, ADRIANA PAOLA SANCHEZ RICO, ALEXANDER URRUTIA, YURY YOHANA CASTILLO MOLINA, OMAIRA CALVO GIRALDO, CAROLINA QUINONEZ ZUNIGA"
00000000003625,True,Libro resultado de investigación,Metodología Para La intervención Integral En Agrocadenas De Pequeña Escala,Colombia,2007,978-958-9451-49-6,Ediorial Universidad Del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000011727,True,Libro resultado de investigación,"Migración, desplazamiento forzado y violencia desde el contexto político global en México y Colombia contemporáneos",Colombia,2020,978-958-8928-84-5,Editorial Bonaventuriana,"KELLY GIOVANNA MUNOZ BALCAZAR, FABIO ALBERTO LOZANO VELASQUEZ, EMILIANO PALACIOS DE LOS REYES"
00000000003625,True,Libro resultado de investigación,Uso De Enfoques Y Herramientas De Inteligencia Competitiva Para La Articulación Al Mercado De Redes De Agroempresas Rurales En El Cauca,Colombia,2008,978-958-9451-87-8,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, ADOLFO PLAZAS TENORIO, DEYCY JANETH SANCHEZ PRECIADO, ADRIANA PAOLA SANCHEZ RICO, HEYDY BELSY PABON ORTIZ, SAMIR CARLOS JOAQUI DAZA, JUAN PABLO MARTINEZ I, APOLINAR FIGUEROA CASAS"
00000000003625,True,Libro resultado de investigación,Estrategias Y Dinámicas Para Innovar Y Ser Competitivos,Colombia,2009,978-958-732-018-3,Editorial De La Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, ADRIANA PAOLA SANCHEZ RICO, ALEXANDER URRUTIA, CAROLINA QUINONEZ ZUNIGA, WILFRED FABIAN RIVERA MARTINEZ, CLAUDIA FERNANDA BALCAZAR VILLAQUIAN, DIANA GUAUNA, DAVID CAMARGO, CARLOS RAUL PRADO"
00000000003625,True,Libro resultado de investigación,Método de Planeación Tecnológica para Agrocadenas de Pequeña Escala,Colombia,2009,978-958-732-036-7,Ediorial Universidad Del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000011727,True,Libro resultado de investigación,"Se repara el plan de vida, pero no el corazón. Memorias de violencia, éxodo y reconstrucción comunitaria de las víctimas de la masacre de el naya",Colombia,2020,978-958-5583-39-9,EDITORIAL USC,"JOSE ARMANDO ORDONEZ CORDOBA, KELLY GIOVANNA MUNOZ BALCAZAR"
00000000003625,True,Libro resultado de investigación,Libro Redes De Conocimiento En El Pacífico Colombiano: Experiencias En La Construcción De Estructuras Para La Gestión De Conocimiento Territorial.,Colombia,2010,978-958-732-035-0,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, SANDRA PATRICIA REBOLLEDO ACOSTA, ADRIANA PAOLA SANCHEZ RICO, ALEXANDER URRUTIA"
00000000003625,True,Libro resultado de investigación,"Acciones, Experiencias Y Aprendizajes Para Construir Región: Cauca Territorio De nuevas Visiones",Colombia,2010,978-958-732-037-4,Ediorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, CAROLINA QUINONEZ ZUNIGA, WILFRED FABIAN RIVERA MARTINEZ, ADRIANA PAOLA SANCHEZ RICO, ALEXANDER URRUTIA, CARLOS GUAZMAYAN RUIZ, DIANA GUAUNA, CLAUDIA FERNANDA BALCAZAR VILLAQUIAN"
00000000003625,True,Libro resultado de investigación,"Cauca y Nariño articulados para dialogar, generar acuerdos y fortalecer alianzas: evaluación integral Segunda Rueda de Negocios",Colombia,2014,978-958-57044-9-7,Gobernación del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,Experiencias Significativas En El Relacionamiento Universidad Empresa Estado: Un Espacio Para La Innovación Abierta En El Sur-Occidente Colombiano,Colombia,2011,978-958-732-093-0,Editorial Universidad Del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento: Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado,Colombia,2012,978-958-732-110-4,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, OMAIRA CALVO GIRALDO, YURY YOHANA CASTILLO MOLINA, DEYCY SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, WILFRED FABIAN RIVERA MARTINEZ, CESAR AUGUSTO GOMEZ VILLAMAIN, CARLOS MANUEL MONTENEGRO BENAVIDES, GUSTAVO ADOLFO NARVAEZ DE LA ROSA, ARTURO OBANDO IBARRA, FABIAN ENRIQUE SALAZAR VILLANO, ISABEL HERNANDEZ ARTEAGA, CARLOS FOLLECO ERAZO"
00000000003625,True,Libro resultado de investigación,Cauca Y Nariño Frente Al Desafío De Las Regiones Del Conocimiento: Estrategia De Innovación En El Marco Del Relacionamiento Universidad Empresa Estado,Colombia,2012,978-958-732-111-1,Editorial Universidad Del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,Plan Departamental de Ciencia Tecnología e Innovación del Cauca - Plan ConCiencia Cauca,Colombia,2013,978-958-57044-8-0,Gobernación del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000008372,True,Libro resultado de investigación,Aspectos teóricos de la autobiografía,Colombia,2020,978-958-48-9364-2,Ediciones Antropos,EDGAR DE JESUS VELASQUEZ RIVERA
00000000003625,True,Libro resultado de investigación,Universidad Empresa Estado: Hacia La Cultura De La Investigación Y La Innovación,Colombia,2014,9789587600261,Universidad Cooperativa de Colombia,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,University-Company-State: Towards A Cultura Of Research And Innovation,Colombia,2014,9789587600278,Universidad Cooperativa de Colombia,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,Fortalecimiento De La Relación Universidad Empresa Estado: Un Encuentro Por La Innovación Segunda Rueda De Negocios De Innovación Cauca - Nariño,Colombia,2014,978-958-58550-0-7,Gobernación del Cauca,LUZ STELLA PEMBERTHY GALLO
00000000003625,True,Libro resultado de investigación,Estrategia Integral Para Mejorar La Competitividad De Agrocadenas De Productores Rurales De Pequeña Escala En El Departamento Del Cauca,Colombia,2007,978-958-9451-34-2,Editorial Universidad Del Cauca,"LUZ STELLA PEMBERTHY GALLO, DEYCY JANETH SANCHEZ PRECIADO, SANDRA PATRICIA REBOLLEDO ACOSTA, SAMIR C JOAQUI DAZA, JUAN PABLO MARTINEZ I, APOLINAR FIGEROA CASAS, EDUARDO ROJAS PINEDA, ADOLFO PLAZAS TENORIO"
00000000003625,True,Libro resultado de investigación,"Agenda Caucana de Ciencia y Tecnología - Tejiendo Redes, Tejiendo Saberes .",Colombia,2005,978-958-9475-77-5,Universidad del Cauca,"DEYCY JANETH SANCHEZ PRECIADO, ADOLFO PLAZAS TENORIO, EDUARDO ROJAS PINEDA, LUZ STELLA PEMBERTHY GALLO"
00000000011727,True,Libro resultado de investigación,Imaginarios sociales. Cuatro aproximaciones desde las identidades y los espacios.,Colombia,2020,9789585583641,EDITORIAL USC,"JOSAFAT MORALES RUBIO, KELLY GIOVANNA MUNOZ BALCAZAR"
